row,hit_count,log10_hit,row_rms,pca_raw_1,pca_raw_2,pca_dir_1,pca_dir_2
485,44,1.6532125137753437,0.44304463,-0.13579206,-1.042725,-0.3028595,0.65728587
761,364,2.5622928644564746,0.89310914,-2.6901212,3.3360136,0.7170096,-4.578336
798,6,0.8450980400142568,0.18044482,0.19520593,-0.16112041,-0.27746755,-1.7103224
838,638,2.8055008581584002,1.2839506,4.653673,-2.6132565,-5.0108685,4.3521566
1051,16,1.2304489213782739,0.22938597,1.0250849,-0.65465915,-3.640171,0.14554375
1236,8,0.9542425094393249,0.19674373,0.311556,-0.7101267,-0.6483737,1.670603
1845,0,0.0,0.009875262,0.29620594,-0.44446012,-1.5414886,-0.22971462
2261,227,2.357934847000454,0.709608,0.59738255,-0.5548285,0.69316626,1.0067037
2473,4319,3.635483746814912,1.8292236,3.5931487,1.5553095,-0.66910094,0.32611686
2959,22267,4.3476812126349005,1.8819677,0.88921,1.2539343,2.4403443,0.37881356
3241,9,1.0,0.27465326,0.2592489,-0.32404935,-0.94702065,-0.031064523
3301,63434,4.802328944202582,1.7651474,-6.5404925,1.1768894,1.2989857,-0.91008705
3764,15,1.2041199826559248,0.2862492,0.50622755,-0.008454465,-3.4218209,-1.8570843
4059,120,2.0827853703164503,0.6103059,1.0338475,-1.4761552,-0.50867337,3.574528
4112,60,1.7853298350107671,0.36756608,-1.0109879,-0.9250962,3.7096372,-0.37317348
4333,23,1.380211241711606,0.3021479,-0.20197147,-0.5110698,0.14794773,0.45837843
4441,159,2.2041199826559246,0.6751837,-2.2838526,-0.008080858,2.663177,-0.19585283
4462,29395,4.4682882387076095,1.8844459,4.6745453,5.6445847,0.31864998,-0.91366595
4553,4729,3.6748611407378116,1.8377653,1.4451768,4.4693203,-0.21389307,-1.2234137
4569,29412,4.468539322942948,1.9825861,-5.042397,4.6214943,0.10624698,-4.297875
4680,4461,3.649529565947819,1.7478966,-7.507632,2.989796,3.3498175,0.2446999
4687,46,1.6720978579357175,0.39322415,1.1933268,-0.24171153,0.63419,-1.8195978
5112,29,1.4771212547196624,0.38862517,1.683501,-0.9057577,-3.3630583,2.9609933
5731,14,1.1760912590556813,0.31025106,0.17585333,-0.42678788,-0.2364897,-0.22566575
6222,35,1.5563025007672873,0.4113748,-0.043591507,-1.1588994,-0.25738186,2.348712
6512,2910,3.464042205438811,1.751199,-2.3015273,1.7436558,1.5950009,0.12007957
6653,137508,5.138331123783905,1.7905595,5.04609,5.8539863,-0.63852954,-0.4594181
7054,12,1.1139433523068367,0.24470367,-0.05833275,-1.0333753,0.75360626,1.6958958
7098,10,1.0413926851582251,0.29915217,0.32544366,-0.07886718,-1.0038499,0.43744287
7286,22,1.3617278360175928,0.2778271,0.016043542,-0.07102045,0.19005215,-0.36431256
7530,27,1.4471580313422192,0.3141129,0.23702674,0.24486606,-0.5619618,-1.0462213
8022,13,1.146128035678238,0.23357484,0.8365615,-0.85510004,-3.75037,3.3641276
8031,19,1.3010299956639813,0.3113397,0.43864578,-0.8112133,0.18069357,0.9197667
8044,21,1.3424226808222062,0.27339637,0.45000437,-0.41193792,-0.44106188,-0.29353446
8369,3064,3.486430478854434,1.8167999,-0.38544965,6.231006,1.0855745,-1.5045763
8880,9,1.0,0.20119205,0.7597766,0.42576125,-2.0233254,-1.5653626
9142,15,1.2041199826559248,0.30826613,0.29178083,0.1028264,0.9357675,-2.1385167
9628,22315,4.348616352738332,1.8388078,-8.083216,2.691917,3.0586808,-1.7450889
9761,14,1.1760912590556813,0.25046575,-0.061122686,-0.60487634,1.4235615,2.031925
9816,30,1.4913616938342726,0.3547322,1.1299238,-1.2198575,2.1734164,3.649576
9851,3119,3.494154594018443,1.8415415,4.3439198,-0.4652596,-1.5887104,-1.0843327
10210,634,2.8027737252919755,1.2631187,2.7402294,-2.8461144,-1.0858847,2.9762526
10286,29,1.4771212547196624,0.34855166,-0.5753325,-0.13406518,3.0164287,-3.1809256
10334,30390,4.48274499054841,1.9569476,0.47618222,1.9386443,0.15744357,-0.47465444
10372,256481,5.409056891572676,1.8177015,4.901051,6.37235,-1.0364338,0.48860607
10478,9,1.0,0.24092972,0.010383831,0.08716615,3.1011934,-3.090973
10508,598,2.7774268223893115,1.2091861,1.7800306,2.2276416,-0.00038797158,-0.8704628
10875,604,2.781755374652469,1.2528592,0.38915262,-3.1645224,-0.31110132,1.9290725
10937,39,1.6020599913279623,0.38299692,-0.13271862,-1.3942834,0.3926189,2.4124112
10966,1857,3.269045709657623,1.6680825,0.9141668,6.5125046,0.46554893,-1.7648544
11085,17199,4.235528446907549,1.9103031,-0.012705798,1.2154765,-0.43194336,-0.021088203
11106,245,2.3909351071033793,0.90301055,4.2410827,-1.9235536,-6.1027575,4.8962297
11448,157,2.1986570869544226,0.6285021,-1.0403434,-0.15166536,-3.6216104,-1.6163608
11509,49,1.6989700043360187,0.3027917,-0.52734077,0.6254172,0.7609072,-4.149221
11673,118454,5.0735533970687445,1.8204199,-6.8946157,4.214129,0.6148744,-1.7219747
11695,35,1.5563025007672873,0.28837967,0.259691,-0.7173858,1.170448,0.7213458
12115,26,1.4313637641589874,0.31227383,-0.22964494,-0.5152169,-0.27685085,0.3205635
12422,720,2.857935264719429,1.3269634,0.22607532,-2.304327,3.815869,3.8003094
12644,218,2.3404441148401185,0.797202,1.3519969,-2.2157905,-0.098171234,0.39361238
12712,52,1.724275869600789,0.41527566,-1.7580956,0.9016594,4.2667103,-1.0931
12879,488,2.6893088591236203,0.9829456,-0.2980769,-2.1589231,0.595327,1.0449079
13539,183,2.2648178230095364,0.7253953,1.1280155,2.885682,1.0152938,-4.335862
13742,22840,4.358715113802131,1.7633514,-9.407954,0.77273357,5.3971663,-0.14030851
13845,15424,4.1882251727052795,1.9252149,-6.4591107,-2.3113415,8.155589,3.5520248
14257,67,1.8325089127062364,0.3878469,1.3458539,-0.87704295,-4.6590056,-0.090974025
14500,57,1.7634279935629373,0.40025887,0.7046876,-1.3758364,0.3066138,2.8697274
14820,164,2.2174839442139063,0.5549697,-0.038934793,-1.1930726,-0.3643218,0.036132846
14944,25,1.414973347970818,0.32427105,0.13344066,0.5888921,-1.0269899,-5.540513
15138,63,1.806179973983887,0.4715865,0.77907366,1.3400595,2.0315235,-2.0577435
15168,17835,4.251297463677569,1.6707342,-0.74440724,0.56862634,-0.2295464,-1.8569832
16313,6063,3.782759192623997,1.848956,-1.4805968,1.7122709,-0.010854439,-2.4225135
16771,38,1.591064607026499,0.33898845,0.9485762,-0.3701292,-0.3218829,-0.39262524
17134,4177,3.62096843564429,1.9155357,0.41454396,-5.909226,-0.6035645,2.583089
17296,43349,4.636989101812229,1.9324855,2.294598,1.4535642,-0.23947942,-0.85715
17391,27,1.4471580313422192,0.33321965,0.9077435,-0.6701899,-2.1724768,3.6999054
17412,49,1.6989700043360187,0.41595393,-0.3762515,-0.256706,2.8992565,-0.19437961
17743,12617,4.100990523069965,1.9218755,-0.4378306,-2.0872252,-0.061930247,3.5103464
17805,17,1.255272505103306,0.24658035,0.55926746,-0.977143,-1.6529093,1.3540907
18396,10,1.0413926851582251,0.21727952,0.17551212,-0.24766558,-1.5619533,-1.2804457
18668,9,1.0,0.28720918,0.5735963,-0.4930903,-1.7135557,0.18482223
18762,28181,4.449971810566892,1.9101809,-6.9868507,2.3558488,1.1043106,-1.0929893
18876,52,1.724275869600789,0.42366776,0.35406533,-0.35942128,1.1887834,1.7992479
18895,35,1.5563025007672873,0.27920538,-0.17944396,-0.9063025,-0.055999234,-0.42514578
18999,16152,4.208253193072685,1.7579877,-3.181551,5.2235093,-2.322987,-2.942891
19008,55,1.7481880270062005,0.34519938,-0.8129797,0.36453682,2.9124522,-4.275452
19208,13585,4.133091610254708,1.7241528,-7.5309277,-0.96500605,3.9678597,-0.503207
19225,119,2.0791812460476247,0.58510554,0.13497517,-2.348968,-2.2398672,2.8039773
19977,46,1.6720978579357175,0.38519743,0.19373491,-0.8939293,0.18340658,2.9517312
20109,12,1.1139433523068367,0.26747268,-0.2243152,-1.2315693,-0.06373148,1.5522088
20175,180,2.2576785748691846,0.6290807,2.728515,-0.8723708,-3.8218827,2.8533995
20452,4333,3.636888906983799,1.7257099,-0.9944862,-2.347669,-0.48538148,0.59274155
20516,29,1.4771212547196624,0.3532283,0.36868152,0.058703955,1.7683088,0.4090212
20640,5,0.7781512503836436,0.24265915,0.38331738,-0.08245382,-0.45213264,-1.7122651
21410,26,1.4313637641589874,0.23199008,-0.05907247,-0.76659924,0.16402395,1.5987253
21642,1698,3.230193378869046,1.7118982,0.53977126,-0.2342771,0.48828778,-0.0058022174
21746,15404,4.187661702652959,1.8366988,0.44076416,2.8533483,0.34603027,-0.36145255
21791,99,2.0,0.50664824,0.09943429,-0.19142126,1.295255,0.2940908
22046,7,0.9030899869919435,0.2689297,1.000147,0.4780928,-3.250906,-1.3573852
22168,1535,3.186391215695493,1.5661813,4.0709624,6.159728,-0.91620487,-1.4445789
22416,29864,4.47516251908309,1.9341996,-1.0391763,-1.804856,0.40855116,1.7183884
22438,43,1.6434526764861874,0.4408582,-0.49033448,0.5821895,-1.7255446,-1.8426169
23566,4168,3.6200318951262975,1.8216861,-0.8909825,-2.5107985,-3.041308,0.35209206
23990,1793,3.2538224387080734,1.6601683,-1.3996288,-0.09377915,0.7192402,-0.41825154
24887,27,1.4471580313422192,0.25574118,0.38290513,-0.40760654,0.48840147,0.5268297
25101,15,1.2041199826559248,0.2421492,-0.38624555,-0.92063344,-1.5092704,1.4246087
25202,26,1.4313637641589874,0.3037423,0.21451694,-0.8354954,-0.65845406,0.4957959
25320,18327,4.263115076181341,1.7566319,-3.6275175,0.55628824,-0.92795676,0.32559097
25815,113,2.0569048513364727,0.5226746,0.68664473,-0.35539344,-0.015994756,-0.06270607
25868,27927,4.446039835806123,1.8900231,-0.3719044,-2.6781995,-1.6358932,2.7422788
26197,172,2.2380461031287955,0.66265535,0.8586842,-2.743993,1.3211898,1.9686786
26561,21,1.3424226808222062,0.34521636,0.12645161,-1.1783522,0.07640789,0.17867558
26562,66,1.8260748027008264,0.4243326,0.8420024,-0.9127309,-2.213864,-2.11945
26809,55,1.7481880270062005,0.3741397,0.6400332,-1.4388947,1.0942562,4.112139
26812,11240,4.05080494781346,1.8209544,1.3523974,1.784439,0.37638542,-0.545884
26993,34199,4.534026106056135,1.81936,0.5534686,-1.0910816,0.15894039,-0.43248722
27195,6,0.8450980400142568,0.17806436,0.47451097,-0.48749447,-4.1880393,1.4246104
27250,747,2.8739015978644615,1.2117428,-2.3292136,0.15670091,1.5071514,-0.33136255
27296,194896,5.28980515418446,1.9399436,0.5222654,-0.1631026,0.5437187,-0.2515699
27301,28928,4.461333421481096,1.9145966,-2.1577911,4.494026,-0.36725482,-2.397597
27376,57,1.7634279935629373,0.42382213,-1.30299,-0.4674937,2.039362,0.24828547
27767,104,2.0211892990699383,0.5944399,1.9775249,-2.1661875,-2.9441993,5.4469523
27853,39,1.6020599913279623,0.3479135,0.27447647,0.19064409,-2.3486178,-2.9869783
27985,217,2.3384564936046046,0.7871138,1.6984564,-2.2167351,-1.9102765,5.401803
28029,16264,4.2112540676178725,1.8825098,-2.2637298,-7.3020396,-0.06946028,4.795565
28325,246075,5.39106925866081,1.6302869,-8.345373,4.21488,1.0677751,-3.863762
28400,45852,4.66136775529117,1.8600863,-3.2943304,-0.17992045,0.13875857,-0.17077634
28410,15,1.2041199826559248,0.28939903,0.47604388,-0.3466831,-0.90093267,1.02961
28602,309,2.4913616938342726,0.86332107,1.5874264,-1.5287026,0.41116422,1.7481235
28638,252,2.403120521175818,0.8750808,0.20481142,3.332742,0.97286487,-3.0964293
28674,39,1.6020599913279623,0.41920763,-0.08196537,-0.3588038,-0.58077073,-1.3359606
28781,9,1.0,0.18927449,-0.18864289,-0.3782128,3.2779555,-0.8181565
29079,11,1.0791812460476249,0.22899666,-0.011897725,-0.92712015,1.5422442,3.1860607
29440,7,0.9030899869919435,0.24420024,-0.08193613,-0.26592448,2.661302,1.4019573
29592,52,1.724275869600789,0.45748723,0.49740028,0.44473898,-2.1297796,-2.3347912
29973,895,2.9523080096621253,1.170604,-1.8300768,-2.353103,0.3267149,-0.5373559
30111,10,1.0413926851582251,0.26545188,0.732937,0.17857982,-0.8444401,-1.799937
30600,411976,5.614872970761516,1.9300957,-12.121871,0.5363577,5.3104715,0.77068937
30603,20,1.3222192947339193,0.35638493,0.80107826,-0.84395707,-0.13933891,0.7959183
30679,42844,4.631900147166808,1.9204462,1.3028233,-1.3897923,-0.006719681,0.5321847
31417,504,2.7032913781186614,1.1377153,0.004631578,-3.2006538,0.16289596,0.36256105
31423,491,2.69196510276736,1.116077,0.28517473,0.7451878,0.17812,-0.7226756
31725,23266,4.36674038984291,1.8321478,1.7695596,2.3203745,-1.0081918,-1.2788061
31729,35,1.5563025007672873,0.35700187,0.044584975,-1.0871737,1.809752,0.22373335
31767,16,1.2304489213782739,0.2657369,-0.17258225,-0.40827963,1.1594603,-2.047082
32115,14,1.1760912590556813,0.24795349,-0.08244809,-0.24910177,2.3326046,-1.4533858
32247,129,2.113943352306837,0.7168206,-0.30717465,-2.7337255,-0.14665553,0.70591986
32419,651,2.81424759573192,1.0384614,-3.9754665,-0.31291962,5.849408,-0.33005378
32458,38,1.591064607026499,0.33348966,-0.74959165,-1.1077373,3.693244,2.7655225
32863,8460,3.927421695050419,1.8283376,3.6955347,4.2867327,-0.9729623,-0.98394006
32968,52,1.724275869600789,0.4112906,1.7519633,-1.197438,-2.8264132,3.081835
33753,90,1.9590413923210936,0.48851275,-0.009316305,-0.0012015909,1.8128558,-0.25699586
33890,1469,3.167317334748176,1.4368685,-1.0791663,-2.9534488,-0.17716214,2.8469152
34757,10781,4.032699327492617,1.9440799,1.7438109,-1.7073636,0.14403932,-0.52895427
35114,8,0.9542425094393249,0.22582011,0.41421378,0.28177238,1.325662,-2.2161171
36225,6840,3.8351195904245494,1.9209789,3.270337,3.604941,-1.2152017,-0.8699092
36753,52,1.724275869600789,0.32785508,0.74893314,-0.063068464,-3.8065267,-1.539103
36839,98,1.99563519459755,0.5754138,-0.8153433,2.1439824,1.9569025,-5.0329485
36902,51,1.7160033436347992,0.39290434,-0.036467284,-0.32708418,-0.41919345,-0.10951788
36971,28,1.462397997898956,0.3096672,0.8575818,0.20329764,-0.43182305,-0.9347816
37364,9,1.0,0.2276179,0.63366723,0.40785488,-0.81101984,-0.9961728
37590,44,1.6532125137753437,0.41247773,0.95028716,-0.5094366,-3.1063817,0.18602449
37779,16022,4.204743832688799,1.9143032,-1.245617,-1.9792216,-0.32760897,0.6387718
38060,17403,4.24064907462068,1.779264,4.127869,3.6085181,-0.72575533,-0.31697765
38263,172,2.2380461031287955,0.8882117,-0.26882014,1.4699134,-0.5600771,-4.4545994
38684,14,1.1760912590556813,0.26664513,-0.1616105,-0.42309517,1.3819966,0.56838715
38874,2962,3.471731651480051,1.8206742,0.41249043,-0.07753337,-0.30345553,-0.2836706
39354,19227,4.283934113456609,1.874546,-4.8258786,-2.2993844,2.18176,3.2697637
39453,13,1.146128035678238,0.2603726,0.26432973,-0.19786668,-0.6886993,-1.2128886
39613,78633,4.895610368172215,1.9206641,5.2426105,4.8289256,-1.696069,-0.9608357
39811,55,1.7481880270062005,0.3902307,-0.2665206,-0.6915412,-0.48749524,-0.88624567
39822,17369,4.239799818447099,1.8774678,5.44578,2.8004222,-1.469218,-0.75948566
39827,2819,3.450249108319361,1.6705277,-3.7018175,0.6945877,3.5524707,0.56799734
40602,37879,4.5784099703312355,1.8610637,1.657434,1.4754591,0.25786874,0.5835447
41399,133,2.1271047983648077,0.66078305,-0.10742291,-1.7695965,2.370703,0.8884345
42387,66,1.8260748027008264,0.43504256,0.5111032,-0.27632976,-0.5426152,1.6524203
42630,20356,4.308713776639004,1.7747648,3.3082247,-1.775684,-0.70701355,0.3696361
42819,11,1.0791812460476249,0.24788359,0.26813802,-0.17390332,1.2592953,2.6597242
42942,6,0.8450980400142568,0.20733142,-0.18813856,-0.6512694,8.505121,2.5182242
43024,43169,4.635182048656268,1.9022149,4.7641807,0.3534945,-0.5468378,0.13876998
43098,7,0.9030899869919435,0.19951372,0.4884329,-0.83813184,-3.0604389,1.3231022
43188,18551,4.268390735629931,1.9989741,0.3540573,4.0194154,0.8001892,0.013990164
43207,370,2.569373909615046,1.103053,0.6947296,-2.0158613,0.41696522,2.1015062
43380,503,2.7024305364455254,1.1655712,-0.83801997,-1.6807722,1.6512463,-0.657923
43563,75,1.8808135922807914,0.4909363,0.47292,0.13120753,0.3639412,-1.999382
43810,7171,3.855640280890145,1.8095208,-7.0029054,4.374995,5.6214786,-3.212971
44096,3176,3.5020172148271476,1.8436722,-4.546511,-0.9821832,2.522628,0.87248874
44139,34,1.5440680443502757,0.28013787,1.1310419,-0.79986143,-4.784563,-0.2507412
44511,11634,4.065766387622749,1.8884795,2.490478,3.3281171,0.40961727,0.37075952
44758,11,1.0791812460476249,0.3000308,0.45547053,-1.1630391,1.1373851,2.7390122
44795,550,2.741151598851785,1.056627,-3.1494086,-0.48004654,5.2464466,1.8705091
45017,16585,4.219741661046302,1.8718857,-8.284919,3.817774,0.37908605,-0.9780992
45097,21064,4.323561463462867,1.7286155,-0.44719648,-2.5997133,0.19169499,2.3454492
45195,10,1.0413926851582251,0.19550824,0.31452817,-0.2813198,-0.612995,0.0077023343
45471,117,2.0718820073061255,0.6371637,1.6956775,-4.109758,-0.8260126,6.758609
45492,5,0.7781512503836436,0.2673072,0.19914415,0.07697132,0.5525273,-2.159452
45703,3324,3.5217916496391233,1.770177,2.7210875,3.1719422,-0.23734926,-1.1982791
46181,22,1.3617278360175928,0.30582651,-0.09854375,-0.28839022,0.27595794,0.05232596
46441,173179,5.238497735307359,1.9021081,3.7574024,8.576916,-0.06371472,-1.0399181
47154,10,1.0413926851582251,0.25885507,0.32162005,-0.4925935,0.8492108,0.19183044
47587,24576,4.390528869479608,1.9992466,-0.50372446,0.19690657,-0.7462103,-0.17502633
47614,41,1.6232492903979006,0.4061494,0.67267215,-1.1596705,2.5894144,1.6979493
47802,209052,5.3202564042427944,1.890426,1.6518031,9.121779,1.3174804,-2.4332924
48242,13252,4.122314197968806,1.9040695,-5.2586575,-3.0354137,5.84801,2.3605428
48251,153,2.187520720836463,0.63159055,-0.79018867,-0.90266484,3.9477026,3.7475648
48429,15,1.2041199826559248,0.32652172,0.10305713,-0.8325687,1.2171768,3.823103
49005,31245,4.494794428428366,1.8585267,1.9415511,-2.056396,-0.23036912,0.22156672
49063,17061,4.232029937620133,1.8822374,3.2747958,4.192813,-0.58656913,-2.920947
49463,6,0.8450980400142568,0.20723271,0.29471308,-1.0715449,1.2560972,3.8937669
49474,25752,4.410827827845384,1.8810664,1.1287599,0.17095374,0.32603505,1.5186015
50389,12,1.1139433523068367,0.2880537,0.5106594,-0.105168544,0.10215151,0.57456446
50394,450,2.6541765418779604,1.190981,1.50983,-2.2907336,1.1678349,4.1348677
50400,4591,3.662001879389917,1.8211445,3.3156464,2.2535768,-0.74379283,1.9767582
50522,18,1.2787536009528289,0.30568376,0.75840616,-0.28788593,-1.4303368,-1.2041361
50525,56708,4.753651989054451,1.900501,3.764743,0.0065102004,-0.39682916,0.325763
50582,5405,3.7328760413627067,1.8554474,4.031157,4.523947,-1.0378934,-1.3853458
50638,30,1.4913616938342726,0.26282626,1.1042438,-0.040637482,-5.235991,0.34795174
50669,25,1.414973347970818,0.34839776,-1.1301047,-0.28337133,4.3641386,-2.1672041
50866,9,1.0,0.2159986,0.08759896,-1.069943,-0.64352393,1.5908455
51053,119,2.0791812460476247,0.5973442,0.49720645,-0.36640966,0.14212076,-0.86637425
51111,51,1.7160033436347992,0.37094015,0.03839003,-0.6802825,1.647324,2.320347
51665,15,1.2041199826559248,0.26887378,0.66007125,0.39951676,0.9583663,-2.2749672
51740,41,1.6232492903979006,0.34680018,0.63430303,0.7348238,-0.25851956,-2.2045448
51896,21,1.3424226808222062,0.2935235,-0.38499707,0.2392255,4.379467,-3.134923
52176,0,0.0,0.009482597,0.28686345,-0.439293,-0.67685044,0.09340268
52198,38069,4.5805828768143675,1.8655286,-10.965256,-1.5234562,5.670233,2.8592007
52469,614,2.788875115775417,1.2288643,1.8003405,-0.8619277,1.7623057,1.1158674
52591,0,0.0,0.009975429,0.26113704,-0.45479593,2.621629,1.1226053
52687,15,1.2041199826559248,0.32551894,0.2997266,-0.52324325,-1.010128,0.8838916
53012,19,1.3010299956639813,0.2560911,0.36909086,-0.88383293,1.5738231,3.1225705
53191,16601,4.2201604095245955,1.8601527,4.4157057,3.2269433,-1.0168985,0.1794947
53198,16,1.2304489213782739,0.23020864,0.8202189,-0.19840811,1.694525,0.25123867
53321,45,1.662757831681574,0.46161336,1.1619843,-0.031797454,0.7150995,-0.26655322
53949,10,1.0413926851582251,0.1906369,-0.29629162,-0.08745164,1.7181734,-1.3008627
54021,43,1.6434526764861874,0.3327957,0.46292,-0.17369963,-1.0128826,-1.2659807
54290,886,2.9479236198317262,1.2860587,1.3338038,3.175705,-0.50870466,0.19220506
54420,8,0.9542425094393249,0.22640996,0.22497411,-0.33003494,-0.012926455,-2.1699603
54710,18115,4.25806231201092,1.7066699,-2.7638164,5.3543954,-2.959672,-2.2774146
55049,6,0.8450980400142568,0.1882117,0.60830986,-0.4327504,-2.6249213,0.48802245
55190,2509,3.399673721481038,1.6878792,-0.65396416,1.3455849,2.262738,1.4330105
56413,725,2.8609366207000937,1.3478217,1.4869225,-0.14105804,0.018395746,0.4137339
56915,0,0.0,0.010018292,0.28347456,-0.44804204,-0.7332038,0.5263462
57047,21,1.3424226808222062,0.33710527,0.3726968,-0.21661213,0.0124872355,0.36960167
57359,27,1.4471580313422192,0.32742444,0.44548175,-0.77437675,-3.1032739,-0.70468134
57367,41085,4.613693861814612,1.902545,1.8742057,6.298174,0.24270833,-1.0678817
57565,31434,4.497413464686206,1.8480575,3.7641795,7.1511216,-3.6905484,-3.949565
57733,27382,4.437481026415688,1.9441719,-3.2369566,-3.8238962,1.3302224,1.5240005
57894,13727,4.13760727050463,1.7529855,-1.7688267,-3.615395,0.728763,2.4790447
58069,55,1.7481880270062005,0.42854202,-0.123106204,-1.9954647,1.9311587,3.5732794
58804,46,1.6720978579357175,0.37295756,1.0486834,-0.36711305,-2.992827,2.0467129
59245,90,1.9590413923210936,0.54374754,1.6508287,0.69021165,-4.0145817,-1.4951247
59652,9,1.0,0.24626963,-0.008160625,0.45794845,0.80992925,-3.9546978
59701,12,1.1139433523068367,0.24795462,-0.023985157,-0.3945603,-1.7087616,-1.4943588
60295,60435,4.781295712526443,1.8944714,-0.41633365,-2.639601,0.089546755,2.6735938
60349,1462,3.1652443261253107,1.5979531,0.72239643,0.078443,-1.5617278,-1.0009025
60361,28050,4.44794834818543,1.788829,4.234345,5.299451,-2.5709577,-0.6498849
60558,24873,4.3957456299921684,1.7881862,2.3875833,6.5387464,-0.34328732,-1.3001001
60692,9,1.0,0.21963194,0.25290212,-0.7650865,0.056989424,-0.085684575
60989,81,1.9138138523837167,0.4523166,0.39088216,-0.3398718,-2.902169,-0.16168232
61634,20,1.3222192947339193,0.27767974,0.021257289,0.08106818,0.68432,-2.9170349
61754,7,0.9030899869919435,0.19614552,0.8065871,-0.6504219,-1.5715765,2.062094
61901,7,0.9030899869919435,0.23918395,0.0059437766,-0.65101165,2.4434555,1.5634595
61922,297,2.4742162640762553,0.83605754,-1.5535349,-0.60415477,2.5395947,-0.22412606
62044,29928,4.476092206257591,1.9192636,-8.941351,1.4199673,2.6223865,-0.27514482
62082,139,2.146128035678238,0.7051019,0.62816215,-1.9388707,4.024465,4.6475883
62134,9072,3.9577509108772793,1.9352438,-0.90837824,1.4808551,-0.6936486,-0.24381414
62877,8501,3.929521100631104,1.8341427,-9.881915,2.8067946,2.6061664,0.0013367962
63498,63201,4.800730821561192,1.9020344,-7.979259,5.0225406,1.2870098,-2.6548426
63758,16,1.2304489213782739,0.29761064,0.44407082,-0.5009615,-1.8135196,-1.6482452
64054,41062,4.61345067508453,1.8990577,-1.5308322,-5.040184,-1.0570698,2.9742496
64130,22,1.3617278360175928,0.2719783,0.57362974,0.003318891,1.019542,-1.4371705
64231,11,1.0791812460476249,0.19197072,0.89797664,0.23996067,-2.2871923,-3.112693
64316,11,1.0791812460476249,0.24138317,0.027339391,-0.5626442,0.57730675,-1.8837832
64502,9763,3.989627770745151,2.0075774,-6.129711,-2.7912447,3.025462,3.675965
64560,150,2.1789769472931693,0.70892906,1.3908488,-0.8656822,0.046443865,-0.48433036
65158,212,2.3283796034387376,0.8187852,2.3349044,-0.497688,-4.071054,-0.67903477
65269,21,1.3424226808222062,0.30677336,0.16448669,-0.2715217,1.7030947,-0.037856873
65810,22,1.3617278360175928,0.33999333,-0.11059009,-0.6314371,1.0709771,-0.5985985
66450,22842,4.358753139761521,1.6336092,-3.2002673,-0.535387,1.3404535,-0.60887736
66676,45,1.662757831681574,0.31832397,0.71057427,-0.97679573,-4.1806607,4.2381444
67369,11,1.0791812460476249,0.299292,-0.18551046,-0.7650124,-2.0466175,2.7341344
67423,37,1.5797835966168101,0.40710256,0.59697497,0.6253156,-1.1100936,-2.7621088
67609,44209,4.645520514905874,1.9050008,-12.911458,1.3990915,7.46409,-0.26036873
67627,50838,4.706196999420264,1.7576474,-2.4336097,-4.6398015,-1.0856044,4.10097
67933,20,1.3222192947339193,0.1870212,0.49909362,-0.22431587,1.0688901,-1.3027256
68147,84,1.9294189257142926,0.5014738,0.30426666,-0.7116265,-0.47473103,0.1496509
68264,36,1.568201724066995,0.49301198,-0.31612572,-0.24621134,2.7706482,-1.334162
68815,92743,4.967285822856586,1.7574625,2.4729638,7.182639,-0.78849965,-1.2664828
69237,17,1.255272505103306,0.25862488,0.030216213,-0.04623103,1.4438447,-1.6150302
71373,15576,4.192483819902663,1.8705913,1.5999577,8.294424,0.6845078,-0.8038019
71433,23093,4.363499161478234,1.818993,3.6656337,6.943759,0.11411489,-0.712791
71650,69,1.845098040014257,0.4482608,0.50309485,-1.1343752,-1.0179139,0.258828
71663,29865,4.475177060761012,1.8141401,5.1292396,1.5919768,-0.99725777,-0.5758325
72072,15,1.2041199826559248,0.18907188,0.07489505,-0.83020353,-0.17293741,2.2680938
72626,35,1.5563025007672873,0.33843857,0.056674834,-0.21179278,0.4021094,-0.7077271
72750,23780,4.376230112913062,1.9072698,-0.0018207165,-1.5507336,-0.17506894,2.897378
73116,35621,4.5517182993097025,1.8707281,2.2284226,6.1145134,0.6286519,-1.3410652
73138,38,1.591064607026499,0.39719528,0.7520593,-0.35698244,-3.1374812,-0.7161277
73421,28,1.462397997898956,0.26221752,0.8943165,-0.16334093,-1.6626223,-2.4083679
73521,159,2.2041199826559246,0.6540308,1.0386721,-1.8614721,-0.49143484,4.74818
74181,1069,3.0293837776852097,1.324735,-0.04727979,-2.1061187,0.6810945,-0.63599116
74631,335,2.526339277389844,0.85615975,0.22293605,-2.1177766,1.5163711,4.2037945
74711,34,1.5440680443502757,0.41544557,1.3583825,-0.8714438,-5.0727158,3.3430622
74738,23,1.380211241711606,0.25471872,1.2521288,-0.28992802,-0.7757414,-1.6060796
75168,43,1.6434526764861874,0.31759772,0.12115806,0.1571666,-2.505464,-2.9007962
75463,23335,4.368026416113676,1.9398898,4.5951877,1.5121307,-0.9843509,-0.024396539
75525,5007,3.6996643202023733,1.6626048,-5.7937875,-2.2966433,4.178533,1.4982203
75934,165,2.220108088040055,0.74243766,0.9911385,0.01958278,-1.9393164,-1.6367055
76499,38486,4.585314059854705,1.8605415,2.954127,1.8920884,-0.7502229,0.38244733
76504,36077,4.557242454229143,1.8673494,-11.903705,2.642536,3.9736016,-0.16059817
