row,hit_count,log10_hit,row_rms,pca_raw_1,pca_raw_2,pca_dir_1,pca_dir_2,umap_1,umap_2
4062682,142,2.155336037465062,0.64428157,-0.6498837,-0.3511152,0.2682976,-3.046607,5.962349,9.088742
3749938,32389,4.510410948010177,1.8144035,1.9623001,1.6059076,-0.88840747,-0.671725,1.695453,8.496808
6557617,342,2.5352941200427703,0.9934834,0.61290306,0.54799163,-2.5645144,-0.9361092,5.8933215,7.5129933
5714701,147,2.1702617153949575,0.6727505,0.9025969,-0.14788736,-1.1413502,0.39652604,1.1866096,9.846785
4949766,135,2.1335389083702174,0.69624835,0.39281344,-1.5342934,-2.3358662,0.48101702,5.9850345,7.244821
2580817,223,2.3502480183341627,0.7679658,2.3749588,0.35409346,-1.4262136,-1.5055741,1.8585328,9.544993
1079268,11,1.0791812460476249,0.23703016,0.5878551,-0.2500715,-4.4273534,-0.17376213,1.0551122,11.421578
3646174,220,2.3443922736851106,0.8413943,0.77410877,-1.3665874,0.9682277,1.8600744,3.2436035,11.84586
252978,11,1.0791812460476249,0.2663181,0.638255,-1.519024,-2.3240266,1.9886826,2.7383642,9.387776
203835,64,1.8129133566428555,0.36744764,0.95011544,1.1435765,-0.8236471,-7.0351577,1.529431,11.2355795
5351834,68,1.8388490907372552,0.4636551,0.5393044,-0.2420452,0.6144187,0.8913439,4.8828783,8.722659
2243598,23492,4.370938478687125,1.8719788,-6.158578,-3.7432902,1.7569815,4.130694,2.5838232,12.942523
6338619,135,2.1335389083702174,0.5911498,0.100631446,-0.522878,-1.547064,-0.2980869,6.3951654,7.92435
2813218,43,1.6434526764861874,0.33803102,0.78380936,0.19602115,-0.6822433,-4.9500837,1.6692685,11.22523
1008746,8,0.9542425094393249,0.18497314,0.29435763,-0.8753947,-1.252236,1.8931031,2.4443817,8.63419
170838,161,2.2095150145426308,0.5946138,0.012360925,0.69416684,0.6787839,-2.0802374,1.9555776,12.136758
6011870,134,2.130333768495006,0.6811163,0.93900657,0.6065457,-1.0952692,-0.0723652,5.5630007,7.748469
7782502,529,2.724275869600789,1.0594511,0.3772296,-0.5323621,-0.6905356,0.23265219,5.241511,7.3721294
1870897,644,2.8095597146352675,1.2121259,1.5860828,3.7105744,0.51870847,-2.9797466,0.95192784,8.521085
6409894,192,2.285557309007774,0.6890212,0.59408444,-0.922517,-2.1590025,0.8472986,6.7312307,8.038808
5528332,146,2.167317334748176,0.55942863,0.5065977,-1.195005,-1.3337011,1.3432828,6.3660216,8.055197
1739545,28,1.462397997898956,0.3432628,-0.41483048,0.07424019,2.7830443,0.58497363,2.4295585,13.407927
768627,10,1.0413926851582251,0.24568059,0.06578973,0.48628053,-1.411999,-3.4671876,2.2081153,8.427617
1290299,142,2.155336037465062,0.653092,0.33667552,-2.8939328,1.2656747,7.620674,1.6417263,12.10672
