row,hit_count,log10_hit,row_rms,pca_raw_1,pca_raw_2,pca_dir_1,pca_dir_2,umap_1,umap_2
2931477,81,1.9138138523837167,0.5125794,1.2175744,-1.6315907,-1.7080456,6.8986845,2.1847305,12.078373
6469627,83,1.9242792860618816,0.42188764,0.2846705,-0.44323254,-0.86413413,1.9038088,5.7268887,6.8189783
1209876,31866,4.5033411803619865,1.7453678,-3.527221,-4.9686375,1.6895905,2.0288897,2.373389,12.346936
7036191,242,2.385606273598312,0.73974353,-0.7509108,0.27994037,-0.6374558,0.044551026,5.319954,6.8152723
420588,4,0.6989700043360189,0.15146407,0.24345587,-0.814519,0.37641293,3.2398844,2.3481593,12.026656
6974327,181,2.2600713879850747,0.67359847,-0.012942627,-0.6236621,1.9726478,-0.90555036,6.5266414,8.534882
7662191,123,2.093421685162235,0.580858,1.118866,-0.54696184,0.63718307,1.3499829,4.388561,7.880524
119283,35,1.5563025007672873,0.3525238,-0.2191902,-0.90517396,0.10669439,0.84456044,3.432523,11.23015
4471039,242,2.385606273598312,0.9766676,0.59766895,-0.18444832,-0.84752876,-0.18775131,5.8802295,7.560147
1794034,23980,4.379867289080878,1.8546034,2.7682137,5.1763387,-0.16862729,-0.026402608,1.1348975,7.809112
3118953,810,2.909020854211156,1.3915418,0.39890754,-0.77368915,0.49086356,-0.18814957,2.072505,9.541295
6709526,170,2.2329961103921536,0.6755644,-0.20732473,-0.049913887,-0.23843919,-0.6176497,6.527478,8.350091
4154880,652,2.814913181275074,1.3159734,1.5832927,0.08848562,-0.7134401,-0.22470848,5.98521,9.72033
185533,13,1.146128035678238,0.22222395,0.15619169,-0.038600966,-0.59290177,-3.0638082,2.5464742,11.96902
1314112,4254,3.628899564420607,1.801709,1.5963874,-3.621865,-2.0020952,0.5992955,1.4481529,12.342887
4478164,151,2.1818435879447726,0.676607,0.92750996,-0.23338243,-1.2508124,0.5876133,5.137297,7.6748385
3887188,246084,5.39108514228563,1.6010289,2.364865,5.3903756,0.46062112,-0.47759497,1.1687818,8.620124
6453214,94,1.9777236052888478,0.4807186,0.75774485,-0.9779635,0.07105764,0.5526925,5.4697943,8.608081
3526258,16,1.2304489213782739,0.24847369,0.4757106,-0.39005435,-2.8686895,0.5874389,1.8357371,11.945457
1545883,710,2.851869600729766,1.1713005,0.25516453,-1.3505028,0.7402666,0.31934106,2.6481721,8.802957
2455643,14,1.1760912590556813,0.3101814,-0.23220475,-1.0585959,-0.19615084,1.4411026,2.7440915,9.982183
6849098,14775,4.169556882432185,1.8697041,1.0077832,-0.9400098,-0.65391237,0.6484935,4.568417,8.946551
4495241,14741,4.168556406863725,1.8784151,3.7187042,1.1909294,-0.944077,-1.8878891,6.3311625,8.649195
7629753,146,2.167317334748176,0.70189744,1.2045343,0.49732086,-1.8906647,0.44744962,5.979696,6.797724
3204681,134,2.130333768495006,0.68196076,-1.128377,0.31679282,1.8486801,-2.65671,1.6004432,12.477404
5402543,508,2.7067177823367587,1.1738442,-0.40186238,-1.4992537,1.8659782,0.5803678,6.182479,8.477891
5680676,111,2.0492180226701815,0.5380311,0.39364257,-1.0723447,0.78464836,0.38870013,5.622628,8.574521
1864654,6,0.8450980400142568,0.25330323,-0.21006854,-1.1162878,0.10377737,0.18495698,2.0211437,9.760738
704025,1953,3.2909245593827543,1.6967002,-0.21934494,1.1711365,1.6731647,-0.5042331,2.4918783,13.198017
3580232,497,2.6972293427597176,1.0359406,-2.485674,-0.7328645,2.3853316,2.403663,2.3833456,12.480196
6705160,109,2.041392685158225,0.6139623,0.47954407,0.015814777,-0.47825167,-0.22260532,5.0409555,6.817604
2186566,15923,4.2020521689120605,1.8488406,4.271155,7.6201663,-1.2111503,-1.4658358,1.2293596,8.330589
1127293,45,1.662757831681574,0.35395148,0.890477,-0.5844139,-0.5707199,2.2918267,2.316973,12.644932
3449175,2125,3.327563260187278,1.8539054,-0.93079406,-2.349918,1.2559681,2.2359312,2.3611033,12.110037
2075799,281,2.450249108319361,0.78383195,0.540221,0.73593515,0.5514846,-0.35404867,0.74420255,9.144301
2374311,14219,4.152899596393747,1.9182394,1.7406665,3.7772486,-0.21649383,-0.02232366,1.4524138,8.091747
1154084,37,1.5797835966168101,0.41881263,-0.056110118,0.259502,2.3002574,-1.2263759,2.4144535,9.537431
2293311,10,1.0413926851582251,0.241832,-0.0031637435,-0.5804746,-0.34397787,0.36193946,1.5413371,12.628556
2161242,25094,4.399587200018075,1.8977224,4.267054,5.282223,-0.8874222,-1.8237234,1.1864699,8.754997
624596,61,1.792391689498254,0.38160506,0.9114191,0.71962905,-4.1568456,-4.0307693,1.1479102,11.645106
2370402,9,1.0,0.23688574,0.4571548,-0.7323091,-0.109560944,-1.0944687,2.0329645,9.655004
654321,37,1.5797835966168101,0.35460588,0.57346356,-0.8743683,-0.8325887,1.4362622,1.7865857,12.032794
6710325,135,2.1335389083702174,0.5105463,-0.10886738,-0.41963932,-0.16594163,0.91238654,6.5192695,7.8838997
5358144,131,2.12057393120585,0.69968575,-1.1198702,-0.6924029,0.21973807,-0.7101566,6.341151,7.589777
2840171,25,1.414973347970818,0.29916367,0.09809096,-0.052994788,-0.51174015,-1.7619672,1.029757,10.316197
1818613,10,1.0413926851582251,0.24615851,-0.09736653,-0.5938789,2.81746,0.6114233,2.9804509,11.978264
898917,105,2.0253058652647704,0.54659516,-0.14654166,-1.3825454,-0.08712217,0.66050386,0.6068459,9.656332
2692758,18028,4.255971638728724,1.9249103,3.5277536,1.6622841,-2.7052372,0.19999161,1.9500394,12.697137
5848554,152,2.184691430817599,0.61627614,-0.10891345,-0.3635074,0.044100955,1.1157862,4.798166,8.947605
2058415,12,1.1139433523068367,0.26386574,0.58631647,-0.0030391228,-1.0355823,-1.005747,2.1181853,8.607846
6492904,18283,4.262071212617293,1.9097874,1.4735892,0.76650614,-0.061357062,-1.0970486,6.11581,8.037243
3405854,23,1.380211241711606,0.29454982,-0.39235318,-0.8741982,1.2299995,-1.4040827,2.3858764,9.954715
3779436,9374,3.9719712763997563,1.9343002,-0.88371,-0.21413878,1.7648548,-0.8046472,1.8036146,9.220559
2100032,885,2.9474337218870508,1.2049714,1.3419856,3.3025658,1.1625907,-1.898874,1.6418864,8.911668
4620185,205,2.3138672203691533,0.7661317,-1.0833156,-0.3734712,2.0181634,-0.9713912,5.829265,8.587888
1876156,31223,4.494488538273192,1.9408745,-5.900236,4.592899,-0.46552905,-1.7302932,0.80313367,12.257362
146757,60,1.7853298350107671,0.49187317,0.53907347,-0.86736697,-1.8883657,-1.034713,2.3004668,9.281289
2197813,7,0.9030899869919435,0.1386396,0.37726936,-0.51986504,-0.1585894,0.48795825,2.5055964,11.905791
7868794,175,2.24551266781415,0.7101544,0.54129314,0.33125743,-1.8799319,-1.1083369,6.502131,9.0697775
5493196,104,2.0211892990699383,0.5176014,-0.23624653,-0.16760913,-1.3848658,-0.4780391,6.30421,7.323952
2813210,8,0.9542425094393249,0.21777111,0.70581025,-0.37330955,-2.824611,-1.9603064,1.3909764,9.952553
1721832,570,2.756636108245848,1.2164563,-0.6434742,-1.2540541,0.053275447,0.21218671,3.0470977,9.984934
5202972,106,2.0293837776852097,0.59219486,-0.058611427,-0.049968388,0.25095367,1.2332921,5.758317,7.786228
2367474,878,2.9439888750737717,1.3699099,0.033750333,-0.23579285,-0.2045753,-0.28528464,2.8140917,9.594744
1524039,14806,4.170467076385937,1.8228734,0.9545773,4.2797737,-0.84866905,-1.1569673,1.35265,8.867297
5174662,530,2.725094521081469,1.0045066,0.8290535,-0.66361433,-1.5614415,0.3305759,4.7940907,7.6337104
5520695,202,2.307496037913213,0.7074231,-1.7029567,-0.6269144,2.1681333,-0.38423866,6.2981133,8.723416
3541812,17,1.255272505103306,0.29358655,0.5291019,0.35821712,-0.5581968,-2.9404402,0.8869559,8.415713
1591853,9481,3.9768999509829377,1.9107078,-6.24125,0.7576244,4.360589,0.04203786,2.3874638,13.356715
1009784,20,1.3222192947339193,0.22511345,-0.27433714,-0.55947286,1.8629675,0.10578519,2.818659,10.018728
969822,128,2.110589710299249,0.59721357,-0.22335838,-2.2110872,4.0410476,4.522028,3.2575397,12.241272
6956371,70,1.8512583487190752,0.4564003,-0.3568284,-0.839901,-0.13134925,1.3726128,5.8664412,6.9446454
53012,19,1.3010299956639813,0.2560911,0.36909086,-0.88383293,1.5738231,3.1225705,2.6495368,10.288345
4200619,346,2.5403294747908736,0.95146555,1.2049397,0.006407532,0.86455756,-0.64939594,5.504874,9.099508
7416689,91,1.9637878273455553,0.50888556,0.10870161,-0.6095924,-0.80522823,0.23033655,6.401553,7.959783
4918606,44371,4.647109004316923,1.7993205,0.1642747,-3.2546873,-2.424237,0.4866947,5.942309,7.5020695
2044124,30,1.4913616938342726,0.3208091,-0.5241321,-1.4116096,0.9586592,0.028198725,2.6633377,9.537972
7768883,206,2.315970345456918,0.7064322,0.60985327,-0.46399358,-2.4170227,-0.08694769,5.5126266,8.3573675
1980108,142677,5.1543570129521905,1.8008964,4.5037913,4.7539434,-0.83797455,0.07948036,1.2130057,7.881541
2026984,356,2.552668216112193,0.9717664,0.36276007,2.4047585,-1.6637701,-2.6744435,1.3106937,11.973241
3099506,65,1.8195439355418688,0.44221467,0.79717404,0.16855466,-2.5454082,-2.2783263,1.5652753,11.574484
7253075,156,2.1958996524092336,0.6482656,1.6686311,-0.6598146,-3.185133,1.5233488,5.910804,7.4190917
2838250,48,1.6901960800285136,0.51714736,0.10607406,-0.8545702,-1.2925047,0.8651744,3.0398738,9.546638
4581382,171,2.2355284469075487,0.7298947,0.13163197,-0.76360005,-0.4637634,0.26140112,6.3895936,9.248972
3614573,13,1.146128035678238,0.2642505,0.6593422,-0.29756466,0.49377117,-1.3099933,1.4584662,9.465213
1394827,22278,4.347895693493232,1.7715378,2.8822157,-4.762398,-1.8325477,4.9448824,0.9344559,12.18141
2934194,218,2.3404441148401185,0.7936652,0.86860996,-0.22716759,-0.8785062,0.21371435,2.2578793,9.519235
4910136,13194,4.120409394556068,1.9478295,0.47112378,-1.1176533,-1.736677,0.6736274,5.653068,7.3117046
7068336,14915,4.1736523746892695,1.925575,1.158376,-1.1559818,1.3554615,1.3638331,5.4081707,7.7156405
3208083,13,1.146128035678238,0.2563391,-0.6609347,0.9246396,1.7346523,-6.0529313,1.45018,13.225202
3144175,219,2.342422680822206,0.7480924,-0.15785578,-1.1231829,0.048770018,0.923872,2.6955488,9.769627
2822168,21,1.3424226808222062,0.3131253,-0.5739058,-1.1731128,1.7960132,3.1727278,3.4366078,12.680253
2942250,11,1.0791812460476249,0.25968915,-0.10656658,-0.6251579,1.6960465,-1.0962979,0.98523825,9.771768
2365888,23590,4.372746350604846,1.8597699,-8.235445,-1.5495236,0.11042681,0.4100014,1.5939977,12.848299
7672643,188,2.2764618041732443,0.64859295,-0.115141906,-0.284791,0.5164302,0.42893055,6.3988986,8.66548
3529788,950,2.978180516937414,1.3595883,1.1741805,-2.0138948,1.588276,2.9420602,2.9597332,12.820964
2430328,47,1.6812412373755872,0.34296304,0.54495573,0.7298914,0.43900913,-3.5275257,2.238513,10.659446
3971909,137,2.1398790864012365,0.61725944,0.5186209,-2.3404608,0.38402098,1.5900724,3.0965257,9.867474
7352106,126,2.103803720955957,0.6046751,0.507637,-0.58436716,1.6763239,-0.28117028,5.1382027,9.028953
5309253,131,2.12057393120585,0.6869168,1.0046045,-0.3628767,1.0390339,-0.24282566,5.1900454,8.444733
4585859,169,2.230448921378274,0.6908545,0.5026392,-1.4370977,-0.2796531,1.361982,6.172807,7.127213
4114601,129,2.113943352306837,0.66088456,0.04943327,-0.87956333,3.5937927,0.72957087,5.62782,8.71245
4545122,95,1.9822712330395684,0.57589155,-0.3325691,-0.20343873,3.1981962,-0.4203389,5.618089,9.195184
4013917,36,1.568201724066995,0.36638504,0.93393636,-0.45115048,-0.6474029,0.4783663,2.7935717,12.0957155
2086879,52,1.724275869600789,0.4549151,0.53564394,0.24242155,0.022926968,-1.5994039,0.9804069,9.73192
6180026,144,2.161368002234975,0.5721843,1.1913487,-0.394285,-2.1173964,1.2992021,5.132791,6.7927227
1054820,15132,4.179925032074337,1.8009615,1.9331665,7.040718,-0.7762742,-3.3854804,0.91064787,8.975547
3775143,15862,4.2003853242323865,1.9043845,0.29399422,-0.7349722,0.030232476,-0.0040366007,1.4875673,9.512984
4505211,47388,4.675677544338479,1.9770154,2.0492227,0.5075441,0.049613003,0.15795241,4.1469836,8.467039
2750426,25028,4.398443498303484,1.7908592,2.5317862,4.174531,-0.2959912,0.67580044,1.2110792,8.719809
6778425,102,2.012837224705172,0.5986013,0.9195669,0.27804068,-1.470472,-0.19006962,6.574224,7.529097
493135,41767,4.620843680202659,1.8596649,-1.6081884,-0.28995407,0.25109452,2.1629806,1.5220784,13.05684
5512861,6704,3.8263987821876175,1.8949467,-1.2591864,-0.66113245,-0.35070196,-0.7925225,3.9566596,8.395072
4141922,6147,3.7887338588277073,1.9483954,-1.9573177,-1.9889971,-1.2646027,-0.31827092,5.7293487,7.2139964
6121672,15165,4.180871051650544,1.5686545,-1.0510767,-0.89410627,-0.68934697,-0.34995285,5.8607125,7.126925
7086453,129,2.113943352306837,0.5849069,0.6314887,-1.2588882,-2.8567677,1.5131718,6.4164085,7.436697
7198361,80,1.9084850188786497,0.4775675,0.3604166,-0.6306394,-0.16235837,-1.3132654,6.6652813,8.425767
7168703,257,2.41161970596323,0.8955401,0.92299557,0.8216077,-0.86214453,-0.5164198,6.384945,7.4319797
811873,78,1.8976270912904414,0.38691866,1.3405951,1.7827953,-2.6017745,-3.0670326,0.74167204,8.9824505
6790148,183,2.2648178230095364,0.7815023,-0.45123592,0.918857,-0.5627924,-2.5302665,6.5625777,8.039357
1228063,51,1.7160033436347992,0.4225379,1.3204442,0.7452156,-1.395852,-1.7523943,1.6742752,10.8278
4828566,269,2.4313637641589874,0.8444642,-0.7246163,-0.15860151,-0.8954873,-1.5515765,6.377462,8.563902
4575306,119,2.0791812460476247,0.55246717,-0.4393271,-0.13491066,-1.322467,-1.4997286,6.682827,7.5346293
1769192,26,1.4313637641589874,0.3879975,0.9079615,0.5007131,-2.7762113,-1.7763916,0.9791621,9.279236
4203917,145,2.164352855784437,0.6085164,0.25321928,0.047091745,0.2442076,-0.5633185,5.182865,6.5990577
3666992,9642,3.984212166761434,1.9381471,2.1484377,2.8317592,-1.6034011,-0.40352306,0.85324144,9.427008
1123768,33,1.5314789170422551,0.38461697,-0.5662867,-0.7110298,3.667584,0.6673213,2.158605,10.98145
359946,11,1.0791812460476249,0.22431801,-0.039797787,-0.76635253,-0.1323542,0.33297086,4.076463,10.535411
3328985,151,2.1818435879447726,0.67952424,0.081934825,-0.53500247,-0.32294118,-1.22338,1.3499564,9.752053
2048646,17450,4.24182031851803,1.889558,5.286256,3.623922,-1.4025913,-0.13870068,1.3670812,8.023304
2183878,30,1.4913616938342726,0.39513162,-0.27467802,-0.85168153,1.8566755,3.556216,2.957887,12.723052
7394095,512,2.7101173651118162,1.1090897,0.18934372,0.07507514,-3.1750116,1.1591301,5.2553053,6.6129327
6974709,145,2.164352855784437,0.6407571,-0.052036453,-0.55856705,1.1770338,0.7895658,5.7451973,8.672777
7043194,159,2.2041199826559246,0.65500724,0.33327988,-0.040628377,-0.54895693,-0.306012,6.252647,8.107901
4852693,99,2.0,0.5796544,0.053156696,-0.24016961,-0.076828465,0.8368652,5.38051,8.237799
3848001,87,1.9444826721501687,0.48633152,0.4602041,0.08875667,-2.4408896,-1.7365565,1.0815846,10.735403
7535306,17005,4.230602174740532,1.828396,-0.9504468,0.3433551,-1.1324695,-0.6484766,5.8734694,7.934724
7117841,75,1.8808135922807914,0.48560044,-0.2667571,-0.8455052,0.97643274,2.0781593,5.833722,8.705562
2608600,15096,4.178890655048907,1.7793252,-1.1270818,4.2387304,0.5705308,-3.3623152,1.3581066,13.102057
2900445,0,0.0,0.009501611,0.2878836,-0.43856058,-1.0086687,-0.3377765,0.588954,10.509919
7841274,617,2.790988475088816,1.2249012,-0.30923608,0.7017255,0.9647832,-1.420267,5.8039455,9.437501
1940936,43,1.6434526764861874,0.3369307,0.08194799,0.16823938,2.5100958,-0.6256374,1.9643734,12.378132
2033083,3343,3.524266268766979,1.830317,3.5347457,-0.18460084,-0.78734195,0.9421702,2.0293806,12.900107
1183264,8,0.9542425094393249,0.30506805,0.65244734,-0.66840935,0.41611803,1.1120366,1.8707893,9.3174095
2256819,14164,4.151216578856456,1.8399032,-8.547314,3.588626,-2.303428,-1.8435185,1.4362075,13.29614
2862781,27527,4.4397746596128735,1.9159245,-3.5741758,5.193938,0.4145408,-5.1512394,1.1711531,13.251779
7794760,72,1.863322860120456,0.43162495,0.43616235,-0.60670257,-2.9212692,-2.0814238,6.8070717,8.41494
7304437,223,2.3502480183341627,0.8213055,0.92996776,0.29225227,-2.9929779,-0.57128537,5.23983,6.750746
65158,212,2.3283796034387376,0.8187852,2.3349044,-0.497688,-4.071054,-0.67903477,1.3905412,11.885014
111790,13225,4.121428518367963,1.8052893,2.0158746,2.9726381,0.5275931,-0.66397536,1.5364891,8.317601
3182753,48,1.6901960800285136,0.35640606,0.35962465,-1.1479876,-1.3096212,1.018142,1.0244157,11.87398
1889793,0,0.0,0.010104164,0.26200858,-0.45036688,0.3239259,0.9205844,5.275389,8.581274
5423681,114,2.060697840353612,0.6077913,0.73735094,-0.40602642,1.3537488,-0.22728576,5.311714,8.569049
2964572,10405,4.017283821560018,1.890722,-6.576744,6.269122,0.2575124,-4.824497,1.2737869,13.042791
50394,450,2.6541765418779604,1.190981,1.50983,-2.2907336,1.1678349,4.1348677,2.7494025,12.522695
2235820,227701,5.357366845218345,1.7970046,2.1188083,5.1148787,-0.004139018,-1.2385687,1.0053642,8.379192
2453684,57,1.7634279935629373,0.42609373,-0.021261383,-0.6180074,1.0548087,1.7783867,3.0356429,12.1423645
7787401,70,1.8512583487190752,0.4454957,-0.024058016,-0.33313718,-0.7569368,-1.0233338,6.2578187,7.1094112
7190948,129,2.113943352306837,0.56487805,0.22096235,-0.53853416,-0.5508874,-0.04384617,4.350082,8.448515
3910750,20781,4.3176873404861835,1.7842313,-2.2934,-0.7846103,3.4614844,3.1039646,3.146293,12.316297
2022944,23,1.380211241711606,0.38833043,0.2180809,-1.6372726,-0.51976043,1.5957209,2.5553792,9.110211
6653436,71,1.8573324964312685,0.5303881,0.29280463,-0.058615815,-1.1431699,0.7655629,5.6313987,7.1660457
6068790,139,2.146128035678238,0.60905075,-1.016691,-0.42582333,0.005225703,-0.5560314,5.1726685,8.044086
1609095,47,1.6812412373755872,0.32981873,-1.094031,0.25732797,2.9259374,-1.9388183,1.5211679,13.395092
5483188,266,2.4265112613645754,0.889655,-0.6601111,-1.3246636,0.21315812,2.2671258,5.657292,7.528414
38684,14,1.1760912590556813,0.26664513,-0.1616105,-0.42309517,1.3819966,0.56838715,2.4186318,11.952027
3067753,19194,4.283188116453424,1.5763808,-4.320985,-3.004618,4.959145,2.3947089,3.1247473,12.558351
6696655,116,2.0681858617461617,0.5672179,0.97892535,-0.34841427,-1.837086,1.2557042,6.178466,6.86634
810811,168,2.2278867046136734,0.63400245,-0.42587578,0.051563323,1.687034,0.5382863,3.3295212,11.461273
4493117,176,2.247973266361807,0.7165187,1.4179034,-0.25828937,1.6376662,1.1473861,5.003587,8.749768
7666880,536,2.7299742856995555,1.1389414,1.1738931,-0.9482193,1.9128236,0.6822058,5.3886642,8.54122
6443247,89,1.954242509439325,0.57012403,-0.09193927,-0.097460985,0.011247992,-0.38264322,6.387579,9.203706
3657876,21487,4.33219599532464,1.7221698,-1.3726686,2.0613124,0.66352123,-0.7293642,2.3504477,8.5323305
2931454,62475,4.7957132162351614,1.76443,-7.5611825,2.9210064,4.8143706,-1.4182031,2.5918844,12.639929
3397018,4,0.6989700043360189,0.16476852,0.045358706,-0.29004863,3.1177764,-2.6996565,2.7376473,11.3004465
7999325,84,1.9294189257142926,0.5575085,-0.14422509,-0.36662436,-1.7220783,0.3043407,6.5464115,7.833008
1989504,4681,3.6704314093606056,1.8074219,-9.611583,9.934564,2.442079,-7.589998,1.5380937,13.097465
1529780,24,1.3979400086720377,0.3213946,0.8695126,-2.0760036,-2.9455352,2.5673053,2.6772258,10.229802
5162670,99,2.0,0.5054419,-0.4822164,-0.2955194,0.044823993,-0.8565677,6.8140335,8.1721735
2438327,539,2.7323937598229686,1.2255667,-0.76582986,-0.7294695,-0.15066625,-1.5239745,2.2938797,9.271243
7070493,1455,3.1631613749770184,1.5550859,-0.07652275,-1.4754605,-0.7051626,0.5372221,6.489679,7.121688
1268894,25175,4.4009867299051635,1.8821146,-4.65777,1.7949117,1.8304384,-1.4465109,2.1922958,12.691448
1924879,149,2.1760912590556813,0.5954604,1.018172,0.753422,-0.8949602,0.8281929,1.1849675,8.173368
2644030,2823,3.450864692379766,1.7359471,-0.2475216,3.03547,0.33169144,-0.5949127,1.4306332,8.536478
1376332,15,1.2041199826559248,0.25717884,0.11342631,-1.4875168,-0.41513935,3.1523552,2.088526,10.186631
1307691,6959,3.842609239610562,1.7892807,4.5565815,5.606452,0.53561985,-0.65216917,0.84305423,8.075199
1168314,213,2.330413773349191,0.823521,-1.5577095,0.67330575,4.6421547,-0.62339956,2.1927626,12.997569
2021425,28,1.462397997898956,0.32458782,0.32546666,-0.3998118,1.706696,1.9942774,2.872669,12.205158
7778719,120,2.0827853703164503,0.5633278,0.045938183,-0.93353146,-0.87081385,-1.7217938,6.661569,8.735938
3754344,34,1.5440680443502757,0.34332177,-0.3880896,-0.003939076,5.789026,0.05500023,3.246867,11.880996
2190223,8,0.9542425094393249,0.24444163,0.5912777,-0.6058645,1.0187559,2.9308338,3.0511444,12.721575
6173477,107,2.03342375548695,0.5745955,0.82944846,-1.068991,-0.2945632,1.8176976,5.083899,7.783858
5910138,109,2.041392685158225,0.45886078,1.0392324,-0.3806697,-3.9621263,0.72032166,5.400075,6.751481
3889286,4355346,6.639022761911249,1.6424515,-9.379885,8.316862,2.4584413,-5.9354773,1.4185641,13.204739
7662490,97,1.9912260756924949,0.53962195,0.49462208,-0.4821013,-0.3622791,-1.2498701,5.1243825,8.196746
2002858,56,1.7558748556724915,0.45352116,-0.68638825,-1.0386252,0.12688965,0.2093056,2.2975867,12.896048
6937501,150,2.1789769472931693,0.64660823,-0.6018166,-1.2303491,1.5331099,-0.56269264,5.810321,8.852657
2655414,7,0.9030899869919435,0.14597103,0.40134782,-0.25397313,-1.1650456,-2.6869028,1.3155746,11.784545
5342535,268,2.429752280002408,0.90307313,-0.49926037,0.48065132,1.2254698,-0.6847903,5.070498,8.046252
3812623,29,1.4771212547196624,0.31980082,0.75316715,-1.0909727,-0.6126656,0.5337854,2.2857676,11.455363
2799772,5069,3.705007959333336,1.805167,-0.43114462,-2.124495,3.26606,2.4409778,2.8039489,12.537662
7333309,63,1.806179973983887,0.5168568,0.07266777,-0.124843776,2.46269,-1.2903397,6.2920947,8.9774275
7621476,214,2.3324384599156054,0.8085482,-0.07133979,-1.1291679,-1.6670067,0.82840645,6.218356,7.8173
1339347,16534,4.218404199249722,1.695154,2.4549646,2.4130628,-0.04452828,0.014606736,1.4974564,9.0601635
4790856,202,2.307496037913213,0.7765266,-0.9499947,0.73138136,0.99870616,-0.0005928648,5.1729755,8.222677
833323,14,1.1760912590556813,0.27522936,0.09007425,-0.52616173,0.60157746,0.8364093,2.7274761,10.605482
1034492,46,1.6720978579357175,0.34403944,0.7806675,-0.05710105,1.7954069,-2.5010767,1.9992884,11.406354
4641153,128,2.110589710299249,0.57383376,0.017838921,-1.057568,2.04847,0.3723811,5.8195553,9.123816
1212052,10,1.0413926851582251,0.24139051,0.3280575,-0.06650069,2.0101628,-0.2782359,2.2265265,11.897206
6297814,112,2.0530784434834195,0.48187903,0.05689828,0.06050994,-1.4632841,-1.1268618,6.08599,7.89117
2966883,6,0.8450980400142568,0.22214194,0.57517594,-0.55396366,-1.4781082,-1.5041999,1.9578706,11.647948
7758248,146,2.167317334748176,0.5970048,0.42195323,-0.5544914,-0.48085445,-0.21216163,6.024342,7.721738
4307350,404,2.6074550232146687,0.9246277,0.0129154995,0.7745924,-0.21641831,-1.7303776,6.0967855,8.223384
6861255,14364,4.157305630327966,1.9513345,-0.523017,-0.22573899,-0.04404033,0.3898976,5.700299,7.2928514
7508629,216,2.3364597338485296,0.7150284,0.2588812,-0.34422335,-2.0596237,0.40651226,5.954299,6.821216
1695448,6,0.8450980400142568,0.24838117,0.3362742,0.18904212,0.06859183,-1.1212348,0.93173116,8.447559
1808570,68173,4.8336187762775165,1.9007411,-1.5424078,-4.8959403,0.29361138,3.933772,2.1943142,12.574
2199978,23,1.380211241711606,0.3409966,-0.68242896,0.3277119,0.9920175,-3.975898,2.1407564,12.787554
6972368,114,2.060697840353612,0.57298046,-0.649756,-1.0158437,0.73353344,0.97327054,6.2349772,8.566812
5197548,230,2.3636119798921444,0.7466768,1.6416166,-0.9927911,-0.4574765,1.0226705,6.304496,8.926491
2710597,526,2.7218106152125467,1.2511525,2.200174,-2.2280102,1.6940234,3.807934,3.117083,12.1335745
2958810,13199,4.12057393120585,1.7847636,1.8757457,3.2284179,0.70999247,0.09470769,1.580825,8.341309
4725328,90,1.9590413923210936,0.5094461,0.24106573,-0.51745445,0.08689254,0.12718071,6.30304,7.7841363
7859587,140,2.1492191126553797,0.62951446,-0.17845476,0.469318,3.79648,-0.98754764,5.0321035,8.643523
4610251,115,2.0644579892269186,0.5124332,0.62547034,0.8984766,-1.1648568,-1.2457078,5.340691,7.7815456
4406385,4440,3.647480773173676,1.9392071,1.1633298,-2.5468068,-1.34259,0.7879214,5.9851866,7.4524827
2365718,10,1.0413926851582251,0.29350817,-0.75565416,-0.81937987,3.6021814,1.9748366,2.302922,12.763619
3783011,28,1.462397997898956,0.37245464,0.58296216,-0.2202483,-2.8232303,0.64247686,1.0131198,11.734259
4708647,449,2.6532125137753435,1.1232355,-0.08576116,1.595512,-0.61044395,-0.09390961,4.402632,7.9791255
3329186,16497,4.217431299267857,1.9529414,-2.219612,2.366008,-3.6583564,-0.25852847,0.9068822,12.089162
3049181,18090,4.257462573630329,1.871187,4.3266435,4.7320514,-0.5615472,-0.209035,1.6912318,8.708693
147368,7,0.9030899869919435,0.19544294,-0.04793362,-0.7227597,0.9558944,-0.6428864,2.6006541,11.970479
3172366,174,2.2430380486862944,0.67545605,-2.0761113,-2.099263,2.9347913,2.5607846,2.2056563,12.6589365
2644795,10,1.0413926851582251,0.23548102,-0.21879557,-0.7205629,1.8557366,0.5047126,2.3185587,10.331329
4351188,4108,3.6137361412618714,1.9163364,4.2264857,1.4426972,-1.0471412,-1.4992967,4.995453,8.757895
4177866,113,2.0569048513364727,0.5469113,0.82631874,-0.47613868,0.51802635,0.02645345,5.023166,8.891752
176067,84056,4.924573885946655,1.8231192,6.507719,8.94664,-0.8561481,-0.47493505,0.8795277,8.308164
430700,15,1.2041199826559248,0.27416083,0.51979774,0.3049439,-3.3656583,-1.8418113,1.0427395,11.55026
5905504,174,2.2430380486862944,0.7495935,0.3174945,-0.5334636,1.4188781,1.8299109,4.5898767,9.115652
3719252,108,2.037426497940624,0.61929184,0.017659675,0.6833708,-0.042549346,-1.2328446,1.7391338,8.90241
2864537,20007,4.301203678722446,1.8562069,-3.454236,-1.6163331,1.2416285,2.4923224,2.370777,12.424556
693786,32,1.5185139398778875,0.41527492,0.70199984,-0.21515445,-0.27557912,-0.78446305,2.2446215,12.104116
1463580,4017,3.6040099324122306,1.7956599,1.5840328,1.8220693,0.40585935,-0.11950667,1.4362147,9.502866
3971613,227,2.357934847000454,0.8411534,0.739945,-0.90710044,-1.8847426,1.7529237,2.564762,11.866983
