head_idx,ngram,hash_head,row,absolute_row,count,avg_gate,avg_output_norm,example_ngram_text
8,3,2,4141971,43983107,55,0.95140374,8189.80517578,.\nI
1,2,1,3789842,8769939,65,0.82386160,8189.53662109,I�
5,2,5,2623257,27523858,55,0.90076286,8176.56152344,\nIt
7,3,1,3469888,38330837,35,0.95170945,8176.55371094,.\nThis
8,3,2,4001731,43842867,59,0.94867998,8171.56054688, as well as
0,2,0,815404,815404,74,0.84630120,8168.76025391,  so
5,2,5,510199,25410800,65,0.94666541,8164.52392578,).\n
2,2,2,2226257,12186457,95,0.86499763,8159.99121094, to move
2,2,2,1660015,11620215,46,0.90885776,8157.98583984, which is
3,2,3,4723599,19663912,98,0.85942519,8144.25830078,. If
10,3,4,364900,50166420,78,0.94811291,8143.30761719,  and the
5,2,5,1893839,26794440,107,0.93355513,8142.84277344,."\n
5,2,5,670404,25571005,61,0.88259959,8139.95898438,  they
0,2,0,366027,366027,45,0.87716156,8137.64160156, and it
5,2,5,3502541,28403142,77,0.78624713,8133.77441406,\nThis
7,3,1,4914150,39775099,88,0.66095030,8127.17382812, it’
1,2,1,4303710,9283807,34,0.89330643,8123.41796875,�m
2,2,2,4538497,14498697,129,0.88100713,8112.45800781,  as
7,3,1,4648093,39509042,47,0.86663193,8105.93603516, DON’
1,2,1,406397,5386494,77,0.88240951,8101.89062500,. But
1,2,1,3880081,8860178,73,0.93947202,8096.30371094,. �
0,2,0,2494951,2494951,66,0.93536180,8096.22802734,. That
4,2,4,4374196,24294636,62,0.92330372,8084.21484375,  including
2,2,2,2738586,12698786,105,0.67632335,8076.98535156,\nIn
11,3,5,1791818,56573549,71,0.92231953,8076.34130859,. “
6,3,0,2640187,32520957,75,0.94242913,8069.74023438,.\nIn
5,2,5,1174734,26075335,61,0.90855080,8069.52197266, However 
4,2,4,2882301,22802741,33,0.81735557,8064.56835938,�ve
5,2,5,815332,25715933,74,0.79249293,8061.08300781,  so
4,2,4,4092762,24013202,90,0.93421119,8041.10742188, We have
10,3,4,203933,50005453,31,0.92377931,8033.98828125,. If you
3,2,3,4581241,19521554,157,0.93995434,8029.77783203,|\n
2,2,2,4597319,14557519,86,0.91848099,8029.76953125,  with
2,2,2,2115318,12075518,59,0.86477989,8007.69287109, well as
0,2,0,4723779,4723779,98,0.85916233,8006.69189453,. If
3,2,3,1659889,16600202,46,0.88236403,7989.72265625, which is
3,2,3,4093068,19033381,90,0.91825157,7988.45263672, We have
0,2,0,2723895,2723895,44,0.89938641,7984.74951172, but I
2,2,2,3358489,13318689,130,0.85517353,7979.75195312, said.
5,2,5,4613099,29513700,73,0.86505330,7960.83398438,. �
5,2,5,4016343,28916944,47,0.93918794,7960.58398438, DON�
4,2,4,1659583,21580023,46,0.90812606,7960.56640625, which is
4,2,4,3789378,23709818,65,0.78879070,7959.01318359,I�
0,2,0,4528716,4528716,50,0.88436317,7952.69580078,Want to
7,3,1,2436730,37297679,47,0.89650810,7945.16503906, DON’
3,2,3,1988901,16929214,102,0.79857904,7936.31054688,!\n
0,2,0,3350043,3350043,70,0.81664306,7928.73046875,�\n
1,2,1,2977163,7957260,101,0.66527641,7926.33789062, �
5,2,5,2259309,27159910,98,0.74627668,7919.78906250,. If
0,2,0,4247439,4247439,67,0.84978169,7912.01416016,. There
3,2,3,4597235,19537548,86,0.91296411,7909.38525391,  with
6,3,0,4914174,34794944,88,0.68509340,7901.78955078, it’
1,2,1,2450000,7430097,103,0.85027516,7901.29345703, This is
0,2,0,4597415,4597415,86,0.91702235,7895.16210938,  with
1,2,1,4299436,9279533,130,0.96252561,7895.11279297, said.
1,2,1,670470,5650567,61,0.91016722,7884.52294922, opening day
6,3,0,2455697,32336467,68,0.75690603,7880.93945312, One of the
1,2,1,4538547,9518644,129,0.89012456,7880.54687500,  as
6,3,0,134923,30015693,35,0.90680432,7879.87255859, we’
7,3,1,2640163,37501112,75,0.90333438,7866.50439453,.\nIn
6,3,0,2436754,32317524,47,0.89200729,7857.43994141, DON’
8,3,2,4571078,44412214,82,0.92663640,7854.36035156,|\n|
3,2,3,4299388,19239701,130,0.94847816,7821.17871094, said.
5,2,5,1440517,26341118,74,0.87971920,7819.64550781, it.
2,2,2,2494951,12455151,66,0.90160233,7807.42919922,. That
3,2,3,670446,15610759,61,0.89222842,7801.87695312,\nOrd
3,2,3,1796608,16736921,73,0.88486147,7794.37500000,. They
4,2,4,4299320,24219760,130,0.95784605,7793.76416016, said.
5,2,5,2990224,27890825,63,0.91105771,7792.50537109,snout
3,2,3,2494951,17435264,66,0.91124916,7784.62402344,. That
3,2,3,3879841,18820154,73,0.95046681,7781.13378906,. �
4,2,4,429872,20350312,85,0.90113384,7776.21777344, such as
0,2,0,1106058,1106058,36,0.92595553,7774.19628906,. So
3,2,3,1472888,16413201,125,0.92941165,7773.54492188,. "
4,2,4,815340,20735780,74,0.78339481,7768.89111328,  so
11,3,5,4202256,58983987,120,0.89449126,7767.83154297,.\n"
9,3,3,2455627,47276954,68,0.73221159,7765.29687500, One of the
8,3,2,1791938,41633074,71,0.92163998,7764.46630859,. “
5,2,5,4299304,29199905,130,0.94587690,7763.82080078, said.
4,2,4,82652,20003092,92,0.92589957,7762.77978516, have a
4,2,4,2623281,22543721,55,0.94183874,7755.72705078,\nIt
3,2,3,510745,15451058,65,0.87537056,7749.45654297,).\n
0,2,0,670476,670476,59,0.82423031,7748.31298828,  they
4,2,4,359617,20280057,292,0.50864440,7742.08056641,  but
1,2,1,4017135,8997232,47,0.93389112,7737.57666016, DON�
9,3,3,1791930,46613257,71,0.91976297,7735.13378906,. “
3,2,3,2990350,17930663,63,0.93460000,7725.66015625, contact Tech
4,2,4,2723383,22643823,44,0.87348676,7716.82617188, but I
4,2,4,365707,20286147,45,0.77707273,7714.56542969, and it
10,3,4,4367299,54168819,34,0.84243107,7709.41357422, features of a
5,2,5,1472888,26373489,125,0.93951565,7705.89746094,. "
3,2,3,3061223,18001536,55,0.92812991,7702.71533203, during the
11,3,5,4001251,58782982,59,0.92829144,7691.42138672, as well as
5,2,5,4303446,29204047,34,0.83646137,7684.55908203,�m
3,2,3,406181,15346494,77,0.86576754,7681.45458984,. But
2,2,2,3845596,13805796,58,0.84517431,7669.27001953,  he
2,2,2,766148,10726348,129,0.77046293,7668.68261719,S.
6,3,0,4571114,34451884,81,0.90389150,7661.67675781,|\n|
9,3,3,4571072,49392399,81,0.93566197,7651.35644531,|\n|
0,2,0,2623473,2623473,55,0.85108685,7648.97607422,\nIt
4,2,4,2463690,22384130,85,0.92627627,7640.40380859,...\n
4,2,4,288445,20208885,37,0.95590633,7632.47021484, we�
3,2,3,4217548,19157861,73,0.92284405,7630.91503906,  who
8,3,2,2640151,42481287,75,0.90377927,7629.85253906,.\nIn
3,2,3,3321670,18261983,107,0.92985630,7625.88623047,."\n
2,2,2,2623425,12583625,55,0.90507811,7624.26318359,\nIt
11,3,5,127652,54909383,31,0.79848874,7623.10107422, you’
4,2,4,3825353,23745793,75,0.87861103,7622.91162109,. You
0,2,0,3880141,3880141,75,0.90435028,7620.48095703,. �
5,2,5,3060383,27960984,55,0.92489147,7615.64501953, during the
2,2,2,1894343,11854543,107,0.92362404,7608.64843750,."\n
4,2,4,2372403,22292843,75,0.67898315,7602.79980469,. You
10,3,4,4571018,54372538,81,0.92290205,7601.52539062,|\n|
1,2,1,4079906,9060003,33,0.89273769,7596.44042969,�ve
0,2,0,3358633,3358633,130,0.84944004,7586.87695312, said.
10,3,4,127692,49929212,31,0.80036247,7586.79003906, you’
4,2,4,4016439,23936879,47,0.91322649,7586.31591797, DON�
5,2,5,4596983,29497584,86,0.89613777,7582.14306641,  with
0,2,0,1472888,1472888,125,0.92631757,7581.79248047,. "
10,3,4,1791858,51593378,71,0.91544265,7572.32373047,. “
3,2,3,3825557,18765870,75,0.86435914,7571.49023438,. You
1,2,1,2179484,7159581,103,0.73156697,7570.16455078,  We
10,3,4,366062,50167582,68,0.88259947,7555.09960938, One of the
1,2,1,347212,5327309,105,0.88494098,7553.19238281, has been
3,2,3,1106028,16046341,36,0.90606076,7551.67382812,. So
1,2,1,3039523,8019620,41,0.90038860,7548.07763672,\nWe
4,2,4,4052144,23972584,47,0.81948268,7542.77197266, DON�
1,2,1,3061703,8041800,55,0.90741128,7531.37548828, during the
11,3,5,2436628,57218359,47,0.90794772,7524.34521484, DON’
8,3,2,2295809,42136945,41,0.89834112,7514.66308594, a lot of
10,3,4,2674984,52476504,34,0.81602323,7514.44482422,’m
5,2,5,2553049,27453650,75,0.85729849,7506.28564453,. For
0,2,0,288829,288829,37,0.90453804,7501.97802734, we�
1,2,1,1177242,6157339,61,0.80826807,7494.71972656, However 
2,2,2,1796734,11756934,72,0.88672185,7491.45898438,. They
0,2,0,1551448,1551448,71,0.89745498,7490.18994141, There is
7,3,1,4181685,39042634,48,0.88256884,7485.48876953,. It is
3,2,3,2623383,17563696,55,0.86401129,7485.28808594,\nIt
10,3,4,667833,50469353,66,0.78361017,7483.60156250,.S.
8,3,2,2436718,42277854,47,0.87991846,7482.38085938, DON’
5,2,5,2494951,27395552,66,0.92660123,7479.95068359,. That
5,2,5,2179484,27080085,104,0.69861972,7461.40917969, still rising
7,3,1,2675080,37536029,34,0.82912004,7455.62304688,’m
9,3,3,2675056,47496383,34,0.82623053,7453.70458984,’m
10,3,4,4001411,53802931,59,0.85021544,7449.32910156, as well as
4,2,4,2269505,22189945,55,0.88461888,7445.18652344,  that
5,2,5,2001849,26902450,78,0.92739612,7438.48632812,.S
4,2,4,4217242,24137682,73,0.90385103,7436.55322266,  who
1,2,1,3251378,8231475,120,0.70162660,7433.04589844, and a
8,3,2,4332614,44173750,27,0.85126179,7432.12109375,’ll
8,3,2,3396376,43237512,33,0.90076834,7429.05517578,’ve
1,2,1,2165523,7145620,73,0.90675563,7425.23876953, according to
2,2,2,3904304,13864504,32,0.87448680,7423.72021484, you�
2,2,2,4017015,13977215,47,0.91678691,7417.37890625, DON�
10,3,4,4141911,53943431,55,0.84936053,7411.61669922,.\nI
0,2,0,2269505,2269505,55,0.92603952,7403.80224609,  that
0,2,0,3321850,3321850,107,0.93069243,7399.77587891,."\n
10,3,4,1607773,51409293,72,0.87680125,7399.41162109, U.S
5,2,5,4379469,29280070,37,0.88438892,7399.16894531,  �
6,3,0,204125,30084895,31,0.90595311,7396.38525391,. If you
5,2,5,2992863,27893464,70,0.90009725,7383.63916016,�\n
2,2,2,4079856,14040056,33,0.90307784,7379.26318359,�ve
1,2,1,2729940,7710037,65,0.93346059,7378.43408203,).\n
0,2,0,1440877,1440877,74,0.83712238,7364.93750000, it.
3,2,3,4072139,19012452,148,0.55864441,7351.73291016,. In
2,2,2,288733,10248933,37,0.93548089,7347.54882812, we�
9,3,3,127764,44949091,31,0.78878802,7343.38476562, you’
2,2,2,4374292,14334492,62,0.86376458,7341.99121094,  including
2,2,2,1956639,11916839,58,0.90585631,7340.71972656,  he
1,2,1,1796824,6776921,72,0.87712318,7334.01660156,. They
9,3,3,4141965,48963292,55,0.85798293,7333.87451172,.\nI
11,3,5,2640061,57421792,75,0.94747913,7333.51269531,.\nIn
1,2,1,1106052,6086149,36,0.89180779,7332.36474609,. So
7,3,1,807829,35668778,78,0.93027127,7331.20410156,  and the
0,2,0,2115574,2115574,59,0.80612928,7329.51025391, well as
3,2,3,288649,15228962,37,0.94301337,7323.57617188, we�
1,2,1,1472888,6452985,125,0.93342650,7319.38281250,. "
2,2,2,2486586,12446786,135,0.66065162,7307.73291016,. We
6,3,0,1791986,31672756,71,0.91826111,7307.31787109,. “
8,3,2,499868,40341004,120,0.92920721,7305.50732422,.\n"
6,3,0,85411,29966181,35,0.92245573,7302.34765625, we’
3,2,3,3354834,18295147,64,0.67161673,7301.25976562, and I
4,2,4,4379469,24299909,37,0.88321817,7300.95947266,  �
3,2,3,4352427,19292740,74,0.88335264,7297.85791016, I'm
3,2,3,2502285,17442598,128,0.79394633,7297.60693359,It's
5,2,5,2778956,27679557,38,0.85009366,7288.98437500,. She
3,2,3,4126061,19066374,37,0.91748416,7285.88916016, we�
9,3,3,4815524,49636851,26,0.95069790,7277.62597656,�s a
3,2,3,4079786,19020099,33,0.89146405,7268.98779297,�ve
6,3,0,2296085,32176855,42,0.87082446,7268.19726562, a lot of
3,2,3,1013240,15953553,175,0.59827423,7252.26562500, will be
11,3,5,2295119,57076850,41,0.92387623,7249.65380859, a lot of
1,2,1,2779022,7759119,38,0.89077306,7240.74755859,. She
3,2,3,2986679,17926992,374,0.43267199,7233.30468750,”
1,2,1,3825701,8805798,75,0.83819008,7230.09765625,. You
0,2,0,4299448,4299448,130,0.93110573,7225.33105469, said.
4,2,4,3321466,23241906,107,0.92564815,7212.65771484,."\n
3,2,3,3039355,17979668,41,0.88531381,7210.16748047,\nWe
2,2,2,4657208,14617408,56,0.94759989,7207.68896484,) and
2,2,2,4126145,14086345,37,0.91767162,7205.79736328, we�
1,2,1,4374312,9354409,62,0.83312124,7203.12353516,  including
2,2,2,1681462,11641662,55,0.87730610,7194.42724609, at a
3,2,3,2115094,17055407,59,0.78513998,7194.06933594, well as
11,3,5,4927513,59709244,26,0.91255224,7179.72070312, that’
5,2,5,4656928,29557529,56,0.94536698,7161.52978516,) and
11,3,5,499838,55281569,120,0.92288029,7154.68994141,.\n"
4,2,4,1956399,21876839,58,0.89024246,7153.52441406,  he
9,3,3,2295763,47117090,41,0.88707465,7151.86816406, a lot of
3,2,3,4606757,19547070,62,0.93183732,7150.76806641,. As
11,3,5,203873,54985604,31,0.91174781,7144.51611328,. If you
3,2,3,1280030,16220343,133,0.55245501,7141.56445312,  which
5,2,5,4374180,29274781,62,0.88866717,7140.67578125,  including
7,3,1,667857,35528806,66,0.82989842,7136.58593750,.S.
5,2,5,3940374,28840975,101,0.69230086,7134.68798828,\nA
2,2,2,183236,10143436,38,0.93663204,7133.18115234,. She
0,2,0,3825737,3825737,75,0.82669222,7131.73828125,. You
10,3,4,2295349,52096869,41,0.91626769,7129.41015625, a lot of
7,3,1,3396396,38257345,33,0.87590200,7124.62011719,’ve
2,2,2,3039453,12999653,41,0.87036461,7121.10693359,\nWe
10,3,4,3499803,53301323,27,0.92221183,7118.39257812,’ll
5,2,5,1796230,26696831,72,0.86355406,7117.60742188,. They
7,3,1,4688590,39549539,88,0.47222480,7114.80468750, it’
9,3,3,364990,45186317,78,0.90464461,7105.55468750,  and the
4,2,4,3039117,22959557,41,0.84488279,7095.51806641,\nWe
10,3,4,85283,49886803,35,0.91747600,7087.77978516, we’
6,3,0,4001923,33882693,60,0.88034713,7086.54248047, goals " said
4,2,4,4079616,24000056,33,0.88193035,7077.16601562,�ve
1,2,1,2990422,7970519,62,0.75484771,7075.59667969,\nIf
9,3,3,2891631,47712958,44,0.91765618,7072.57861328,.\nIf
1,2,1,4657258,9637355,56,0.94114685,7072.11279297,) and
4,2,4,2990248,22910688,62,0.76791263,7070.44287109,\nIf
7,3,1,1761456,36622405,55,0.90703022,7066.01660156,.\nI
11,3,5,2674944,57456675,34,0.81958991,7056.56445312,’m
3,2,3,2989470,17929783,34,0.94020599,7056.46728516,. These
9,3,3,807793,45629120,78,0.93732756,7055.12841797,  and the
2,2,2,1472888,11433088,125,0.90461332,7050.09130859,. "
5,2,5,4079576,28980177,33,0.85437751,7049.24072266,�ve
2,2,2,2779012,12739212,38,0.78922826,7044.13330078,. She
4,2,4,2250067,22170507,51,0.85221148,7043.05615234,When the
0,2,0,4126241,4126241,37,0.91565043,7042.32763672, we�
5,2,5,2201499,27102100,43,0.89249110,7036.17431641, lot of
11,3,5,667823,55449554,66,0.74831903,7018.96289062,.S.
6,3,0,3396436,33277206,33,0.86133790,7013.54785156,’ve
9,3,3,4600966,49422293,59,0.89727730,7006.41748047, as well as
10,3,4,499848,50301368,120,0.92519820,7004.19970703,.\n"
2,2,2,359796,10319996,59,0.92308056,6998.68701172, well as
9,3,3,1761456,46582783,55,0.92091894,6998.31347656,.\nI
1,2,1,4613099,9593196,73,0.82398248,6996.06787109,. �
9,3,3,204041,45025368,31,0.87223822,6991.25097656,. If you
1,2,1,4379469,9359566,37,0.89512181,6988.60693359,  �
3,2,3,4711562,19651875,41,0.87742221,6986.90332031, but it
5,2,5,4606547,29507148,62,0.92919385,6986.44775391,. As
4,2,4,4613099,24533539,73,0.90870655,6985.65478516,. �
6,3,0,499880,30380650,120,0.92494476,6983.84667969,.\n"
5,2,5,928174,25828775,73,0.75554085,6980.30419922,  who
7,3,1,1139783,36000732,23,0.95042652,6979.27832031,\nIf you
7,3,1,4927751,39788700,26,0.92467380,6972.02832031, that’
4,2,4,642147,20562587,77,0.78018612,6969.12402344,. But
8,3,2,4181665,44022801,48,0.90740085,6967.18603516,. It is
8,3,2,2721520,42562656,32,0.92560095,6966.70507812,.\nIt
6,3,0,807877,30688647,78,0.93667465,6962.01123047,  and the
6,3,0,3654617,33535387,71,0.72107744,6946.55566406,.\n�
3,2,3,4270804,19211117,28,0.90879768,6943.66015625,. When
7,3,1,3654593,38515542,71,0.75521427,6936.53759766,.\n�
7,3,1,4202358,39063307,120,0.86080211,6934.62939453,.\n"
5,2,5,1956359,26856960,58,0.90583014,6930.79248047,  he
0,2,0,182115,182115,46,0.89159560,6930.33544922, which is
9,3,3,2581287,47402614,81,0.86330235,6924.92041016,|\n|
2,2,2,510927,10471127,65,0.87783825,6920.28271484,).\n
10,3,4,3356804,53158324,34,0.87333328,6919.05859375,’m
9,3,3,4927709,49749036,26,0.89527947,6907.70263672, that’
11,3,5,4600938,59382669,59,0.90487128,6906.75878906, as well as
1,2,1,1956689,6936786,58,0.88889813,6906.42041016,  he
10,3,4,4600948,54402468,59,0.89787555,6903.41162109, as well as
9,3,3,2721514,47542841,32,0.93363017,6901.34912109,.\nIt
0,2,0,3218396,3218396,43,0.86166215,6894.52783203,\nFor
1,2,1,952571,5932668,79,0.87832093,6893.00244141, U.
8,3,2,4697135,44538271,43,0.75027007,6891.06201172,’re
5,2,5,3321418,28222019,107,0.90907717,6885.26806641,."\n
4,2,4,2989436,22909876,34,0.94687223,6883.63378906,. These
11,3,5,1761456,56543187,55,0.88038927,6883.19042969,.\nI
6,3,0,2552097,32432867,33,0.88415056,6874.09765625, be able to
4,2,4,2925976,22846416,67,0.89567637,6873.92285156,. There
6,3,0,3499963,33380733,27,0.90815276,6871.53222656,’ll
2,2,2,4606827,14567027,62,0.92675710,6871.28222656,. As
10,3,4,1074763,50876283,25,0.95217782,6868.88330078,. However 
1,2,1,2926614,7906711,67,0.88389581,6866.77539062,. There
1,2,1,183366,5163463,38,0.93214697,6864.11425781,. She
4,2,4,4711290,24631730,41,0.85991353,6851.47558594, but it
4,2,4,928182,20848622,73,0.89276040,6850.50146484,  who
1,2,1,2989494,7969591,34,0.94429463,6845.07714844,. These
0,2,0,3966845,3966845,65,0.92645884,6840.85205078,  to
2,2,2,2202787,12162987,44,0.90692163,6839.27001953, lot of
1,2,1,3321814,8301911,107,0.91657937,6831.94677734,."\n
6,3,0,2721556,32602326,32,0.93481106,6830.56689453,.\nIt
11,3,5,4181515,58963246,48,0.84068519,6824.53173828,. It is
2,2,2,3218348,13178548,43,0.86292046,6820.34521484,\nFor
3,2,3,359768,15300081,59,0.90729123,6817.98535156, well as
1,2,1,2882533,7862630,33,0.81233728,6812.49169922,�ve
4,2,4,359700,20280140,59,0.90760827,6811.87353516, well as
4,2,4,2729940,22650380,65,0.93037188,6807.72998047,).\n
1,2,1,3007100,7987197,57,0.83399963,6800.91406250, they are
6,3,0,2891673,32772443,44,0.90745008,6799.87939453,.\nIf
5,2,5,3006572,27907173,58,0.84643251,6793.69628906, they are
3,2,3,1956569,16896882,58,0.87447667,6792.53857422,  he
1,2,1,182085,5162182,46,0.89347327,6791.66308594, which is
3,2,3,3966695,18907008,65,0.92803448,6785.35009766,  to
0,2,0,3280246,3280246,185,0.45886475,6780.72412109, as a
3,2,3,2164707,17105020,73,0.80907357,6780.12304688, according to
6,3,0,4181725,34062495,48,0.84268934,6779.66015625,. It is
4,2,4,4606587,24527027,62,0.92688805,6776.35205078,. As
6,3,0,4332662,34213432,27,0.89439821,6770.27587891,’ll
0,2,0,1796878,1796878,72,0.82705349,6769.35742188,. They
11,3,5,807625,55589356,82,0.88645786,6764.88085938,  and the
0,2,0,3814766,3814766,67,0.89131993,6763.35302734, have to
3,2,3,2926350,17866663,67,0.89515734,6759.37988281,. There
1,2,1,3966815,8946912,65,0.92374235,6758.64990234,  to
5,2,5,4055924,28956525,62,0.87991297,6755.48291016, able to
9,3,3,1607773,46429100,72,0.86156011,6753.82763672, U.S
11,3,5,364850,55146581,78,0.79041743,6743.46728516,  and the
0,2,0,4606907,4606907,62,0.92818379,6737.45605469,. As
2,2,2,2990392,12950592,62,0.81457663,6736.19042969,\nIf
7,3,1,2295901,37156850,41,0.84320354,6719.65625000, a lot of
1,2,1,4759504,9739601,36,0.91395503,6706.71240234, into a
1,2,1,203241,5183338,62,0.89471298,6700.61914062,  including
2,2,2,1551384,11511584,71,0.85590243,6696.52441406, There is
5,2,5,3966485,28867086,65,0.92583102,6694.95605469,  to
1,2,1,2073845,7053942,33,0.84651029,6691.87744141, and we
2,2,2,1153795,11113995,38,0.88094240,6689.57324219,. M
3,2,3,1602794,16543107,59,0.89405042,6689.20556641,  they
4,2,4,3218204,23138644,43,0.95411569,6685.38671875,\nFor
5,2,5,3748520,28649121,825,0.38945842,6681.27929688,  and
3,2,3,4757081,19697394,38,0.95761329,6680.32666016, time.
4,2,4,3279926,23200366,185,0.45090443,6679.95898438, as a
11,3,5,85243,54866974,35,0.88794678,6677.69287109, we’
0,2,0,4465282,4465282,61,0.81032526,6674.47802734, However 
8,3,2,2581287,42422423,81,0.89328033,6671.28466797,|\n|
4,2,4,510303,20430743,65,0.90885431,6669.84863281,).\n
9,3,3,366170,45187497,68,0.78652906,6664.63574219, One of the
4,2,4,3966525,23886965,65,0.92428201,6664.63330078,  to
4,2,4,201675,20122115,62,0.88655370,6663.38085938,  including
1,2,1,1303741,6283838,109,0.67553675,6661.29589844,)\n
8,3,2,2834743,42675879,25,0.95127243,6658.73242188,. You can
4,2,4,2460451,22380891,45,0.85948658,6656.59326172,\nAs
11,3,5,3499753,58281484,27,0.91696447,6649.85546875,’ll
3,2,3,2540594,17480907,34,0.85488135,6644.78076172,�m
0,2,0,3010042,3010042,93,0.60399145,6640.17089844, original packaging
1,2,1,2990630,7970727,50,0.94695193,6639.91064453,  is
5,2,5,3250246,28150847,55,0.89975536,6635.45703125,\nIt
0,2,0,2073875,2073875,33,0.86075592,6631.79785156, and we
2,2,2,3966765,13926965,65,0.92273396,6619.84960938,  to
5,2,5,2738418,27639019,105,0.55698675,6607.10595703,\nIn
4,2,4,4757013,24677453,38,0.95319706,6604.38427734, time.
2,2,2,2989484,12949684,34,0.93610692,6592.46582031,. These
10,3,4,2891577,52693097,44,0.95014787,6592.05957031,.\nIf
5,2,5,2990300,27890901,50,0.95369685,6591.77050781,  is
6,3,0,2834803,32715573,25,0.94132590,6591.28076172,. You can
11,3,5,3356804,58138535,34,0.86478591,6589.05615234,’m
3,2,3,2202465,17142778,43,0.88546717,6584.43554688, lot of
2,2,2,388108,10348308,52,0.83301473,6582.37451172, and is
0,2,0,991614,991614,79,0.73060507,6579.31689453, U.
0,2,0,4711802,4711802,41,0.87766331,6573.48876953, but it
11,3,5,366002,55147733,68,0.76054901,6573.34863281, One of the
3,2,3,3759837,18700150,66,0.75592303,6571.52636719, was a
10,3,4,2834643,52636163,25,0.95809984,6571.10644531,. You can
5,2,5,4758778,29659379,36,0.89596587,6567.13476562, into a
6,3,0,3232679,33113449,32,0.93702948,6567.01904297,.\nIt
5,2,5,1659511,26560112,46,0.83898443,6566.50000000, which is
2,2,2,1602920,11563120,59,0.88399231,6562.09619141,  they
8,3,2,85363,39926499,35,0.87185144,6560.57177734, we’
2,2,2,3200200,13160400,62,0.88514197,6558.21044922,\nIf
2,2,2,1988901,11949101,102,0.75759006,6550.60400391,!\n
0,2,0,3315893,3315893,51,0.91222852,6550.46142578, and other
10,3,4,4815524,54617044,25,0.89715230,6541.98388672,�s a
1,2,1,511057,5491154,65,0.89671373,6541.80322266,).\n
10,3,4,4181565,53983085,48,0.87997508,6540.81835938,. It is
3,2,3,183054,15123367,39,0.90198666,6536.85205078,. She
2,2,2,2502355,12462555,128,0.74294317,6534.88378906,It's
1,2,1,2723847,7703944,44,0.88163126,6526.44091797, but I
4,2,4,496872,20417312,125,0.94604009,6522.66064453,. "
1,2,1,4757129,9737226,38,0.94426596,6514.17578125, time.
4,2,4,2163551,22083991,73,0.82175714,6511.00195312, according to
5,2,5,2540594,27441195,34,0.87834179,6498.59277344,�m
4,2,4,2990340,22910780,50,0.94412917,6495.23925781,  is
4,2,4,1160623,21081063,38,0.88817173,6491.11083984, and then
3,2,3,4875266,19815579,38,0.87444484,6487.99462891, Based on
7,3,1,2552025,37412974,33,0.94740993,6485.46630859, be able to
4,2,4,2463455,22383895,57,0.82764030,6485.36181641, all the
1,2,1,4126205,9106302,37,0.89734310,6482.69384766, we�
11,3,5,1408926,56190657,48,0.90349418,6481.62695312,. It is
5,2,5,365667,25266268,45,0.75203341,6481.60351562, and it
0,2,0,3502757,3502757,77,0.68097466,6473.59667969,\nThis
3,2,3,2990510,17930823,50,0.93502855,6469.62255859,  is
6,3,0,127820,30008590,31,0.72490412,6469.27734375, you’
2,2,2,3945105,13905305,42,0.84943062,6456.86328125, of j
9,3,3,3553942,48375269,36,0.93329555,6450.92724609,  “
8,3,2,4600968,44442104,59,0.85912144,6446.20410156, as well as
2,2,2,1952322,11912522,85,0.88114595,6440.04394531,...\n
6,3,0,3469912,33350682,35,0.80081570,6437.29443359,.\nThis
2,2,2,928230,10888430,73,0.73166782,6437.02294922,  who
2,2,2,1647914,11608114,36,0.94896823,6430.46630859, them.
9,3,3,1409094,46230421,48,0.92015868,6430.14599609,. It is
6,3,0,1409178,31289948,48,0.90119117,6411.92236328,. It is
2,2,2,3552350,13512550,33,0.90235847,6402.67968750,\nBut
5,2,5,335161,25235762,43,0.88746828,6394.28173828, lot of
5,2,5,1602416,26503017,59,0.87248480,6386.51220703,  they
0,2,0,388188,388188,53,0.86345160,6385.45068359, and is
1,2,1,288793,5268890,37,0.87547034,6385.24804688, we�
9,3,3,2551971,47373298,33,0.92894244,6379.39892578, be able to
0,2,0,952571,952571,79,0.88838273,6379.26904297, U.
2,2,2,365947,10326147,45,0.79327112,6378.51025391, and it
1,2,1,3152473,8132570,40,0.91323107,6377.30371094, but the
4,2,4,3250294,23170734,55,0.88779789,6373.79248047,\nIt
11,3,5,3396226,58177957,33,0.82007885,6371.22363281,’ve
6,3,0,1607773,31488543,72,0.80857801,6359.64990234, U.S
10,3,4,3232487,53034007,32,0.93429166,6359.07080078,.\nIt
2,2,2,3789762,13749962,65,0.61863339,6357.17138672,I�
7,3,1,1075675,35936624,25,0.95532799,6351.41552734,. However 
11,3,5,2581287,57363018,81,0.83255893,6349.47460938,|\n|
2,2,2,2990580,12950780,50,0.94686782,6333.90332031,  is
5,2,5,777583,25678184,50,0.97036719,6324.29101562,s 
3,2,3,4464982,19405295,61,0.79569161,6323.74267578, However 
4,2,4,1739520,21659960,52,0.92640615,6321.27441406,  where
3,2,3,3728733,18669046,41,0.93169451,6319.16992188, but it
2,2,2,4757109,14717309,38,0.95127046,6317.20556641, time.
4,2,4,2494951,22415391,66,0.91872108,6316.90478516,. That
3,2,3,363073,15303386,36,0.87472314,6315.56640625,. So
3,2,3,4249162,19189475,30,0.91251218,6314.34228516, due to
11,3,5,2551719,57333450,33,0.85813427,6311.28906250, be able to
3,2,3,496872,15437185,125,0.93264943,6310.08642578,. "
