[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/lr_sweep_l2_hashrom_sparseadam25_bf5_h6k4v16_500_20260512_211509.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=lr_sweep_l2_hashrom_sparseadam25_bf5_h6k4v16_500_20260512_211509 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=1 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=1 rom_state_sparse_adam=1 rom_sparse_adam_lr_mul=25.0 rom_table_nonemb_mult=0.0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9399 train_time:0ms step_avg:0.03ms
step:1/500 train_time:544ms step_avg:544.10ms
step:2/500 train_time:1148ms step_avg:573.98ms
step:3/500 train_time:1677ms step_avg:559.04ms
step:4/500 train_time:2281ms step_avg:570.16ms
step:5/500 train_time:2810ms step_avg:561.97ms
step:6/500 train_time:3414ms step_avg:568.96ms
step:7/500 train_time:3943ms step_avg:563.28ms
step:8/500 train_time:4547ms step_avg:568.33ms
step:9/500 train_time:5076ms step_avg:564.00ms
step:10/500 train_time:5680ms step_avg:567.99ms
step:11/500 train_time:6209ms step_avg:564.49ms
step:12/500 train_time:6813ms step_avg:567.78ms
step:13/500 train_time:7343ms step_avg:564.84ms
step:14/500 train_time:7947ms step_avg:567.64ms
step:15/500 train_time:8476ms step_avg:565.10ms
step:16/500 train_time:9080ms step_avg:567.52ms
step:17/500 train_time:9610ms step_avg:565.30ms
step:18/500 train_time:10215ms step_avg:567.48ms
step:19/500 train_time:10744ms step_avg:565.46ms
step:20/500 train_time:11348ms step_avg:567.39ms
step:21/500 train_time:11877ms step_avg:565.59ms
step:22/500 train_time:12481ms step_avg:567.33ms
