[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/engram_l2_bf5_dim768_h8_ng3_500_ckpt_20260513_015058.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=engram_l2_bf5_dim768_h8_ng3_500_ckpt_20260513_015058 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=0 engram_bigram=1 engram_analyze=0 engram_analyze_tokens=262144 rom_token=0 rom_engram_gate=0 rom_write=0 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=0 rom_state_sparse_adam=0 rom_state_sparse_sgd=0 rom_sparse_adam_lr_mul=5.0 rom_sparse_adam_beta2=0.95 rom_sparse_sgd_lr_mul=5.0 rom_sparse_sgd_momentum=0.9 rom_table_nonemb_mult=0.0 engram_dim=768 engram_heads=8 engram_max_ngram=3 engram_short_conv_kernel=4 engram_hash_seed=0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9369 train_time:0ms step_avg:0.04ms
step:1/500 train_time:555ms step_avg:554.52ms
step:79/500 train_time:45680ms step_avg:578.23ms
step:80/500 train_time:46257ms step_avg:578.21ms
step:81/500 train_time:46837ms step_avg:578.23ms
step:82/500 train_time:47414ms step_avg:578.22ms
step:83/500 train_time:47994ms step_avg:578.24ms
step:84/500 train_time:48570ms step_avg:578.22ms
step:85/500 train_time:49151ms step_avg:578.24ms
step:86/500 train_time:49728ms step_avg:578.23ms
step:87/500 train_time:50308ms step_avg:578.25ms
step:88/500 train_time:50885ms step_avg:578.23ms
step:89/500 train_time:51464ms step_avg:578.25ms
step:90/500 train_time:52041ms step_avg:578.24ms
step:91/500 train_time:52621ms step_avg:578.26ms
step:92/500 train_time:53198ms step_avg:578.24ms
step:93/500 train_time:53778ms step_avg:578.26ms
step:94/500 train_time:54355ms step_avg:578.24ms
step:95/500 train_time:54935ms step_avg:578.26ms
step:96/500 train_time:55512ms step_avg:578.25ms
step:97/500 train_time:56092ms step_avg:578.26ms
step:98/500 train_time:56668ms step_avg:578.25ms
step:99/500 train_time:57249ms step_avg:578.27ms
step:100/500 train_time:57826ms step_avg:578.26ms
step:101/500 train_time:58406ms step_avg:578.28ms
step:102/500 train_time:58983ms step_avg:578.27ms
step:103/500 train_time:59563ms step_avg:578.28ms
step:104/500 train_time:60140ms step_avg:578.27ms
step:105/500 train_time:60720ms step_avg:578.29ms
step:106/500 train_time:61297ms step_avg:578.27ms
step:107/500 train_time:61877ms step_avg:578.29ms
step:108/500 train_time:62454ms step_avg:578.28ms
step:109/500 train_time:63034ms step_avg:578.29ms
step:110/500 train_time:63611ms step_avg:578.28ms
step:111/500 train_time:64191ms step_avg:578.30ms
step:112/500 train_time:64768ms step_avg:578.29ms
step:113/500 train_time:65348ms step_avg:578.30ms
step:114/500 train_time:65925ms step_avg:578.29ms
step:115/500 train_time:66505ms step_avg:578.30ms
step:116/500 train_time:67082ms step_avg:578.29ms
step:117/500 train_time:67662ms step_avg:578.31ms
step:118/500 train_time:68239ms step_avg:578.29ms
step:119/500 train_time:68818ms step_avg:578.31ms
step:120/500 train_time:69395ms step_avg:578.30ms
step:121/500 train_time:69976ms step_avg:578.31ms
step:122/500 train_time:70553ms step_avg:578.30ms
step:123/500 train_time:71133ms step_avg:578.32ms
step:124/500 train_time:71710ms step_avg:578.30ms
step:125/500 train_time:72290ms step_avg:578.32ms
step:126/500 train_time:72866ms step_avg:578.31ms
step:127/500 train_time:73446ms step_avg:578.32ms
step:128/500 train_time:74023ms step_avg:578.31ms
step:129/500 train_time:74603ms step_avg:578.32ms
step:130/500 train_time:75180ms step_avg:578.31ms
step:131/500 train_time:75760ms step_avg:578.32ms
step:132/500 train_time:76337ms step_avg:578.31ms
step:133/500 train_time:76917ms step_avg:578.32ms
step:134/500 train_time:77494ms step_avg:578.31ms
step:135/500 train_time:78074ms step_avg:578.32ms
step:136/500 train_time:78650ms step_avg:578.31ms
step:137/500 train_time:79230ms step_avg:578.32ms
step:138/500 train_time:79807ms step_avg:578.31ms
step:139/500 train_time:80387ms step_avg:578.33ms
step:140/500 train_time:80964ms step_avg:578.31ms
step:141/500 train_time:81544ms step_avg:578.33ms
step:142/500 train_time:82121ms step_avg:578.32ms
step:143/500 train_time:82701ms step_avg:578.33ms
step:144/500 train_time:83277ms step_avg:578.31ms
step:145/500 train_time:83857ms step_avg:578.32ms
step:146/500 train_time:84434ms step_avg:578.31ms
step:147/500 train_time:85014ms step_avg:578.32ms
step:148/500 train_time:85590ms step_avg:578.31ms
step:149/500 train_time:86170ms step_avg:578.32ms
step:150/500 train_time:86746ms step_avg:578.31ms
step:151/500 train_time:87326ms step_avg:578.32ms
step:152/500 train_time:87903ms step_avg:578.31ms
step:153/500 train_time:88483ms step_avg:578.32ms
step:154/500 train_time:89060ms step_avg:578.31ms
step:155/500 train_time:89640ms step_avg:578.32ms
step:156/500 train_time:90216ms step_avg:578.31ms
step:157/500 train_time:90796ms step_avg:578.32ms
step:158/500 train_time:91373ms step_avg:578.31ms
step:159/500 train_time:91953ms step_avg:578.32ms
step:160/500 train_time:92529ms step_avg:578.31ms
step:161/500 train_time:93109ms step_avg:578.32ms
step:162/500 train_time:93686ms step_avg:578.31ms
step:163/500 train_time:94266ms step_avg:578.32ms
step:164/500 train_time:94842ms step_avg:578.31ms
step:165/500 train_time:95422ms step_avg:578.32ms
step:166/500 train_time:95999ms step_avg:578.31ms
step:167/500 train_time:96579ms step_avg:578.31ms
step:168/500 train_time:97762ms step_avg:581.91ms
step:169/500 train_time:98973ms step_avg:585.64ms
step:170/500 train_time:100182ms step_avg:589.31ms
step:171/500 train_time:101394ms step_avg:592.95ms
step:172/500 train_time:102602ms step_avg:596.52ms
step:173/500 train_time:103813ms step_avg:600.08ms
step:174/500 train_time:105022ms step_avg:603.58ms
step:175/500 train_time:106234ms step_avg:607.05ms
step:176/500 train_time:107441ms step_avg:610.46ms
step:177/500 train_time:108653ms step_avg:613.86ms
step:178/500 train_time:109862ms step_avg:617.20ms
step:179/500 train_time:111073ms step_avg:620.52ms
step:180/500 train_time:112282ms step_avg:623.79ms
step:181/500 train_time:113494ms step_avg:627.04ms
step:182/500 train_time:114702ms step_avg:630.23ms
step:183/500 train_time:115913ms step_avg:633.40ms
step:184/500 train_time:117122ms step_avg:636.53ms
step:185/500 train_time:118333ms step_avg:639.64ms
step:186/500 train_time:119541ms step_avg:642.70ms
step:187/500 train_time:120753ms step_avg:645.74ms
step:188/500 train_time:121962ms step_avg:648.73ms
step:189/500 train_time:123173ms step_avg:651.71ms
step:190/500 train_time:124380ms step_avg:654.63ms
step:191/500 train_time:125593ms step_avg:657.56ms
step:192/500 train_time:126801ms step_avg:660.42ms
step:193/500 train_time:128012ms step_avg:663.28ms
step:194/500 train_time:129221ms step_avg:666.09ms
step:195/500 train_time:130432ms step_avg:668.88ms
step:196/500 train_time:131639ms step_avg:671.63ms
step:197/500 train_time:132851ms step_avg:674.37ms
step:198/500 train_time:134059ms step_avg:677.07ms
step:199/500 train_time:135271ms step_avg:679.75ms
step:200/500 train_time:136480ms step_avg:682.40ms
step:201/500 train_time:137691ms step_avg:685.03ms
step:202/500 train_time:138898ms step_avg:687.62ms
step:203/500 train_time:140111ms step_avg:690.20ms
step:204/500 train_time:141318ms step_avg:692.73ms
step:205/500 train_time:142530ms step_avg:695.27ms
step:206/500 train_time:143738ms step_avg:697.76ms
step:207/500 train_time:144948ms step_avg:700.23ms
step:208/500 train_time:146157ms step_avg:702.68ms
step:209/500 train_time:147369ms step_avg:705.12ms
step:210/500 train_time:148578ms step_avg:707.51ms
step:211/500 train_time:149788ms step_avg:709.90ms
step:212/500 train_time:150997ms step_avg:712.25ms
step:213/500 train_time:152207ms step_avg:714.59ms
step:214/500 train_time:153415ms step_avg:716.89ms
step:215/500 train_time:154627ms step_avg:719.19ms
step:216/500 train_time:155836ms step_avg:721.46ms
step:217/500 train_time:157047ms step_avg:723.72ms
step:218/500 train_time:158254ms step_avg:725.94ms
step:219/500 train_time:159467ms step_avg:728.16ms
step:220/500 train_time:160674ms step_avg:730.34ms
step:221/500 train_time:161883ms step_avg:732.50ms
step:222/500 train_time:163092ms step_avg:734.65ms
step:223/500 train_time:164303ms step_avg:736.78ms
step:224/500 train_time:165511ms step_avg:738.89ms
step:225/500 train_time:166722ms step_avg:740.99ms
step:226/500 train_time:167929ms step_avg:743.05ms
step:227/500 train_time:169139ms step_avg:745.11ms
step:228/500 train_time:170348ms step_avg:747.14ms
step:229/500 train_time:171559ms step_avg:749.17ms
step:230/500 train_time:172768ms step_avg:751.16ms
step:231/500 train_time:173980ms step_avg:753.16ms
step:232/500 train_time:175187ms step_avg:755.12ms
step:233/500 train_time:176399ms step_avg:757.08ms
step:234/500 train_time:177606ms step_avg:759.00ms
step:235/500 train_time:178819ms step_avg:760.93ms
step:236/500 train_time:180025ms step_avg:762.82ms
step:237/500 train_time:181236ms step_avg:764.71ms
step:238/500 train_time:182444ms step_avg:766.57ms
step:239/500 train_time:183655ms step_avg:768.43ms
step:240/500 train_time:184863ms step_avg:770.26ms
step:241/500 train_time:186075ms step_avg:772.09ms
step:242/500 train_time:187282ms step_avg:773.89ms
step:243/500 train_time:188492ms step_avg:775.69ms
step:244/500 train_time:189700ms step_avg:777.46ms
step:245/500 train_time:190911ms step_avg:779.23ms
step:246/500 train_time:192119ms step_avg:780.97ms
step:247/500 train_time:193330ms step_avg:782.71ms
step:248/500 train_time:194537ms step_avg:784.42ms
step:249/500 train_time:195747ms step_avg:786.13ms
step:250/500 train_time:196956ms step_avg:787.82ms
step:250/500 val_loss:5.8919 train_time:197032ms step_avg:788.13ms
step:251/500 train_time:198167ms step_avg:789.51ms
step:252/500 train_time:199373ms step_avg:791.16ms
step:253/500 train_time:200584ms step_avg:792.82ms
step:254/500 train_time:201791ms step_avg:794.45ms
step:255/500 train_time:203001ms step_avg:796.08ms
step:256/500 train_time:204209ms step_avg:797.69ms
step:257/500 train_time:205420ms step_avg:799.30ms
step:258/500 train_time:206627ms step_avg:800.88ms
step:259/500 train_time:207838ms step_avg:802.46ms
step:260/500 train_time:209045ms step_avg:804.02ms
step:261/500 train_time:210255ms step_avg:805.57ms
step:262/500 train_time:211463ms step_avg:807.11ms
step:263/500 train_time:212674ms step_avg:808.65ms
step:264/500 train_time:213880ms step_avg:810.15ms
step:265/500 train_time:215092ms step_avg:811.67ms
step:266/500 train_time:216298ms step_avg:813.15ms
step:267/500 train_time:217508ms step_avg:814.64ms
step:268/500 train_time:218716ms step_avg:816.11ms
step:269/500 train_time:219927ms step_avg:817.57ms
step:270/500 train_time:221135ms step_avg:819.02ms
step:271/500 train_time:222347ms step_avg:820.47ms
step:272/500 train_time:223555ms step_avg:821.89ms
step:273/500 train_time:224765ms step_avg:823.32ms
step:274/500 train_time:225973ms step_avg:824.72ms
step:275/500 train_time:227184ms step_avg:826.12ms
step:276/500 train_time:228392ms step_avg:827.51ms
step:277/500 train_time:229603ms step_avg:828.89ms
step:278/500 train_time:230810ms step_avg:830.25ms
step:279/500 train_time:232021ms step_avg:831.62ms
step:280/500 train_time:233229ms step_avg:832.96ms
step:281/500 train_time:234441ms step_avg:834.31ms
step:282/500 train_time:235647ms step_avg:835.63ms
step:283/500 train_time:236857ms step_avg:836.95ms
step:284/500 train_time:238065ms step_avg:838.26ms
step:285/500 train_time:239276ms step_avg:839.56ms
step:286/500 train_time:240484ms step_avg:840.85ms
step:287/500 train_time:241697ms step_avg:842.15ms
step:288/500 train_time:242904ms step_avg:843.42ms
step:289/500 train_time:244115ms step_avg:844.69ms
step:290/500 train_time:245322ms step_avg:845.94ms
step:291/500 train_time:246533ms step_avg:847.19ms
step:292/500 train_time:247740ms step_avg:848.43ms
step:293/500 train_time:248952ms step_avg:849.67ms
step:294/500 train_time:250160ms step_avg:850.89ms
step:295/500 train_time:251371ms step_avg:852.10ms
step:296/500 train_time:252578ms step_avg:853.30ms
step:297/500 train_time:253789ms step_avg:854.51ms
step:298/500 train_time:254997ms step_avg:855.69ms
step:299/500 train_time:256208ms step_avg:856.88ms
step:300/500 train_time:257416ms step_avg:858.05ms
step:301/500 train_time:258627ms step_avg:859.23ms
step:302/500 train_time:259836ms step_avg:860.38ms
step:303/500 train_time:261047ms step_avg:861.54ms
step:304/500 train_time:262253ms step_avg:862.68ms
step:305/500 train_time:263464ms step_avg:863.82ms
step:306/500 train_time:264673ms step_avg:864.94ms
step:307/500 train_time:265883ms step_avg:866.07ms
step:308/500 train_time:267090ms step_avg:867.18ms
step:309/500 train_time:268301ms step_avg:868.29ms
step:310/500 train_time:269509ms step_avg:869.38ms
step:311/500 train_time:270721ms step_avg:870.48ms
step:312/500 train_time:271928ms step_avg:871.56ms
step:313/500 train_time:273138ms step_avg:872.64ms
step:314/500 train_time:274345ms step_avg:873.71ms
step:315/500 train_time:275557ms step_avg:874.78ms
step:316/500 train_time:276765ms step_avg:875.84ms
step:317/500 train_time:277976ms step_avg:876.90ms
step:318/500 train_time:279184ms step_avg:877.94ms
step:319/500 train_time:280395ms step_avg:878.98ms
step:320/500 train_time:281601ms step_avg:880.00ms
step:321/500 train_time:282813ms step_avg:881.04ms
step:322/500 train_time:284020ms step_avg:882.05ms
step:323/500 train_time:285231ms step_avg:883.07ms
step:324/500 train_time:286438ms step_avg:884.07ms
step:325/500 train_time:287648ms step_avg:885.07ms
step:326/500 train_time:288855ms step_avg:886.06ms
step:327/500 train_time:290066ms step_avg:887.05ms
step:328/500 train_time:291273ms step_avg:888.03ms
step:329/500 train_time:292484ms step_avg:889.01ms
step:330/500 train_time:293690ms step_avg:889.97ms
step:331/500 train_time:294902ms step_avg:890.94ms
step:332/500 train_time:296109ms step_avg:891.89ms
step:333/500 train_time:297320ms step_avg:892.85ms
step:334/500 train_time:299239ms step_avg:895.93ms
step:335/500 train_time:301193ms step_avg:899.08ms
step:336/500 train_time:303141ms step_avg:902.21ms
step:337/500 train_time:305095ms step_avg:905.33ms
step:338/500 train_time:307045ms step_avg:908.42ms
step:339/500 train_time:308996ms step_avg:911.49ms
step:340/500 train_time:310945ms step_avg:914.54ms
step:341/500 train_time:312898ms step_avg:917.59ms
step:342/500 train_time:314847ms step_avg:920.61ms
step:343/500 train_time:316798ms step_avg:923.61ms
step:344/500 train_time:318747ms step_avg:926.59ms
step:345/500 train_time:320698ms step_avg:929.56ms
step:346/500 train_time:322646ms step_avg:932.50ms
step:347/500 train_time:324597ms step_avg:935.44ms
step:348/500 train_time:326547ms step_avg:938.35ms
step:349/500 train_time:328499ms step_avg:941.26ms
step:350/500 train_time:330451ms step_avg:944.14ms
step:351/500 train_time:332402ms step_avg:947.01ms
step:352/500 train_time:334351ms step_avg:949.86ms
step:353/500 train_time:336300ms step_avg:952.69ms
step:354/500 train_time:338249ms step_avg:955.51ms
step:355/500 train_time:340202ms step_avg:958.32ms
step:356/500 train_time:342151ms step_avg:961.10ms
step:357/500 train_time:344101ms step_avg:963.87ms
step:358/500 train_time:346051ms step_avg:966.62ms
step:359/500 train_time:348002ms step_avg:969.36ms
step:360/500 train_time:349951ms step_avg:972.09ms
step:361/500 train_time:351902ms step_avg:974.80ms
step:362/500 train_time:353854ms step_avg:977.50ms
step:363/500 train_time:355803ms step_avg:980.17ms
step:364/500 train_time:357753ms step_avg:982.84ms
step:365/500 train_time:359704ms step_avg:985.49ms
step:366/500 train_time:361655ms step_avg:988.13ms
step:367/500 train_time:363605ms step_avg:990.75ms
step:368/500 train_time:365553ms step_avg:993.35ms
step:369/500 train_time:367502ms step_avg:995.94ms
step:370/500 train_time:369450ms step_avg:998.51ms
step:371/500 train_time:371404ms step_avg:1001.09ms
step:372/500 train_time:373352ms step_avg:1003.63ms
step:373/500 train_time:375304ms step_avg:1006.18ms
step:374/500 train_time:377254ms step_avg:1008.70ms
step:375/500 train_time:379206ms step_avg:1011.22ms
step:376/500 train_time:381158ms step_avg:1013.72ms
step:377/500 train_time:383110ms step_avg:1016.21ms
step:378/500 train_time:385058ms step_avg:1018.67ms
step:379/500 train_time:387008ms step_avg:1021.13ms
step:380/500 train_time:388959ms step_avg:1023.58ms
step:381/500 train_time:390910ms step_avg:1026.01ms
step:382/500 train_time:392859ms step_avg:1028.43ms
step:383/500 train_time:394810ms step_avg:1030.83ms
step:384/500 train_time:396759ms step_avg:1033.23ms
step:385/500 train_time:398707ms step_avg:1035.60ms
step:386/500 train_time:400659ms step_avg:1037.98ms
step:387/500 train_time:402611ms step_avg:1040.34ms
step:388/500 train_time:404560ms step_avg:1042.68ms
step:389/500 train_time:406513ms step_avg:1045.02ms
step:390/500 train_time:408467ms step_avg:1047.35ms
step:391/500 train_time:410417ms step_avg:1049.66ms
step:392/500 train_time:412367ms step_avg:1051.96ms
step:393/500 train_time:414317ms step_avg:1054.24ms
step:394/500 train_time:416266ms step_avg:1056.51ms
step:395/500 train_time:418215ms step_avg:1058.77ms
step:396/500 train_time:420165ms step_avg:1061.02ms
step:397/500 train_time:422115ms step_avg:1063.26ms
step:398/500 train_time:424064ms step_avg:1065.49ms
step:399/500 train_time:426017ms step_avg:1067.71ms
step:400/500 train_time:427966ms step_avg:1069.92ms
step:401/500 train_time:429918ms step_avg:1072.12ms
step:402/500 train_time:431869ms step_avg:1074.30ms
step:403/500 train_time:433820ms step_avg:1076.48ms
step:404/500 train_time:435767ms step_avg:1078.63ms
step:405/500 train_time:437718ms step_avg:1080.79ms
step:406/500 train_time:439666ms step_avg:1082.92ms
step:407/500 train_time:441617ms step_avg:1085.06ms
step:408/500 train_time:443566ms step_avg:1087.17ms
step:409/500 train_time:445519ms step_avg:1089.29ms
step:410/500 train_time:447467ms step_avg:1091.38ms
step:411/500 train_time:449418ms step_avg:1093.47ms
step:412/500 train_time:451367ms step_avg:1095.55ms
step:413/500 train_time:453322ms step_avg:1097.63ms
step:414/500 train_time:455272ms step_avg:1099.69ms
step:415/500 train_time:457222ms step_avg:1101.74ms
step:416/500 train_time:459170ms step_avg:1103.77ms
step:417/500 train_time:461122ms step_avg:1105.81ms
step:418/500 train_time:463071ms step_avg:1107.83ms
step:419/500 train_time:465020ms step_avg:1109.83ms
step:420/500 train_time:466971ms step_avg:1111.84ms
step:421/500 train_time:468923ms step_avg:1113.83ms
step:422/500 train_time:470873ms step_avg:1115.81ms
step:423/500 train_time:472825ms step_avg:1117.79ms
step:424/500 train_time:474774ms step_avg:1119.75ms
step:425/500 train_time:476727ms step_avg:1121.71ms
step:426/500 train_time:478676ms step_avg:1123.65ms
step:427/500 train_time:480627ms step_avg:1125.59ms
step:428/500 train_time:482577ms step_avg:1127.52ms
step:429/500 train_time:484528ms step_avg:1129.44ms
step:430/500 train_time:486480ms step_avg:1131.35ms
step:431/500 train_time:488430ms step_avg:1133.25ms
step:432/500 train_time:490379ms step_avg:1135.14ms
step:433/500 train_time:492329ms step_avg:1137.02ms
step:434/500 train_time:494277ms step_avg:1138.89ms
step:435/500 train_time:496229ms step_avg:1140.76ms
step:436/500 train_time:498176ms step_avg:1142.61ms
step:437/500 train_time:500131ms step_avg:1144.47ms
step:438/500 train_time:502080ms step_avg:1146.30ms
step:439/500 train_time:504032ms step_avg:1148.14ms
step:440/500 train_time:505982ms step_avg:1149.96ms
step:441/500 train_time:507936ms step_avg:1151.78ms
step:442/500 train_time:509885ms step_avg:1153.58ms
step:443/500 train_time:511839ms step_avg:1155.39ms
step:444/500 train_time:513790ms step_avg:1157.18ms
step:445/500 train_time:515742ms step_avg:1158.97ms
step:446/500 train_time:517691ms step_avg:1160.74ms
step:447/500 train_time:519645ms step_avg:1162.52ms
step:448/500 train_time:521595ms step_avg:1164.28ms
step:449/500 train_time:523548ms step_avg:1166.03ms
step:450/500 train_time:525496ms step_avg:1167.77ms
step:451/500 train_time:527451ms step_avg:1169.51ms
step:452/500 train_time:529401ms step_avg:1171.24ms
step:453/500 train_time:531352ms step_avg:1172.96ms
step:454/500 train_time:533297ms step_avg:1174.66ms
step:455/500 train_time:535252ms step_avg:1176.38ms
step:456/500 train_time:537198ms step_avg:1178.07ms
step:457/500 train_time:539150ms step_avg:1179.76ms
step:458/500 train_time:541098ms step_avg:1181.44ms
step:459/500 train_time:543051ms step_avg:1183.12ms
step:460/500 train_time:544999ms step_avg:1184.78ms
step:461/500 train_time:546951ms step_avg:1186.45ms
step:462/500 train_time:548899ms step_avg:1188.09ms
step:463/500 train_time:550852ms step_avg:1189.75ms
step:464/500 train_time:552800ms step_avg:1191.38ms
step:465/500 train_time:554755ms step_avg:1193.02ms
step:466/500 train_time:556701ms step_avg:1194.64ms
step:467/500 train_time:558656ms step_avg:1196.26ms
step:468/500 train_time:560603ms step_avg:1197.87ms
step:469/500 train_time:562552ms step_avg:1199.47ms
step:470/500 train_time:564503ms step_avg:1201.07ms
step:471/500 train_time:566456ms step_avg:1202.67ms
step:472/500 train_time:568404ms step_avg:1204.25ms
step:473/500 train_time:570355ms step_avg:1205.82ms
step:474/500 train_time:572307ms step_avg:1207.40ms
step:475/500 train_time:574259ms step_avg:1208.97ms
step:476/500 train_time:576206ms step_avg:1210.52ms
step:477/500 train_time:578160ms step_avg:1212.07ms
step:478/500 train_time:580106ms step_avg:1213.61ms
step:479/500 train_time:582059ms step_avg:1215.15ms
step:480/500 train_time:584006ms step_avg:1216.68ms
step:481/500 train_time:585958ms step_avg:1218.21ms
step:482/500 train_time:587906ms step_avg:1219.72ms
step:483/500 train_time:589863ms step_avg:1221.25ms
step:484/500 train_time:591811ms step_avg:1222.75ms
step:485/500 train_time:593766ms step_avg:1224.26ms
step:486/500 train_time:595713ms step_avg:1225.75ms
step:487/500 train_time:597666ms step_avg:1227.24ms
step:488/500 train_time:599614ms step_avg:1228.72ms
step:489/500 train_time:601567ms step_avg:1230.20ms
step:490/500 train_time:603515ms step_avg:1231.66ms
step:491/500 train_time:605465ms step_avg:1233.13ms
step:492/500 train_time:607414ms step_avg:1234.58ms
step:493/500 train_time:609365ms step_avg:1236.03ms
step:494/500 train_time:611312ms step_avg:1237.47ms
step:495/500 train_time:613264ms step_avg:1238.92ms
step:496/500 train_time:615212ms step_avg:1240.35ms
step:497/500 train_time:617162ms step_avg:1241.77ms
step:498/500 train_time:619112ms step_avg:1243.20ms
step:499/500 train_time:621066ms step_avg:1244.62ms
