[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/lr_sweep_l2_hashrom_sparseadam5_bf5_h6k4v16_500_20260512_204613.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=lr_sweep_l2_hashrom_sparseadam5_bf5_h6k4v16_500_20260512_204613 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=1 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=1 rom_state_sparse_adam=1 rom_sparse_adam_lr_mul=5.0 rom_table_nonemb_mult=0.0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9383 train_time:0ms step_avg:0.03ms
step:1/500 train_time:547ms step_avg:546.85ms
step:2/500 train_time:1152ms step_avg:575.80ms
step:3/500 train_time:1681ms step_avg:560.36ms
step:4/500 train_time:2285ms step_avg:571.22ms
step:5/500 train_time:2814ms step_avg:562.83ms
step:6/500 train_time:3418ms step_avg:569.71ms
step:7/500 train_time:3948ms step_avg:563.98ms
step:8/500 train_time:4552ms step_avg:569.00ms
step:9/500 train_time:5081ms step_avg:564.59ms
step:10/500 train_time:5685ms step_avg:568.53ms
step:11/500 train_time:6215ms step_avg:565.01ms
step:12/500 train_time:6819ms step_avg:568.29ms
step:13/500 train_time:7349ms step_avg:565.32ms
step:14/500 train_time:7953ms step_avg:568.10ms
step:15/500 train_time:8483ms step_avg:565.55ms
step:16/500 train_time:9087ms step_avg:567.96ms
step:17/500 train_time:9617ms step_avg:565.72ms
step:18/500 train_time:10222ms step_avg:567.88ms
step:19/500 train_time:10752ms step_avg:565.87ms
step:20/500 train_time:11356ms step_avg:567.78ms
step:21/500 train_time:11885ms step_avg:565.96ms
step:22/500 train_time:12489ms step_avg:567.70ms
step:23/500 train_time:13019ms step_avg:566.04ms
step:24/500 train_time:13623ms step_avg:567.63ms
step:25/500 train_time:14153ms step_avg:566.11ms
step:26/500 train_time:14757ms step_avg:567.57ms
step:27/500 train_time:15286ms step_avg:566.16ms
step:28/500 train_time:15890ms step_avg:567.52ms
step:29/500 train_time:16420ms step_avg:566.20ms
step:30/500 train_time:17024ms step_avg:567.47ms
step:31/500 train_time:17554ms step_avg:566.25ms
step:32/500 train_time:18158ms step_avg:567.43ms
step:33/500 train_time:18688ms step_avg:566.29ms
step:34/500 train_time:19291ms step_avg:567.39ms
step:35/500 train_time:19821ms step_avg:566.31ms
step:36/500 train_time:20425ms step_avg:567.36ms
step:37/500 train_time:20955ms step_avg:566.34ms
step:38/500 train_time:21559ms step_avg:567.34ms
step:39/500 train_time:22088ms step_avg:566.37ms
step:40/500 train_time:22692ms step_avg:567.31ms
step:41/500 train_time:23222ms step_avg:566.38ms
step:42/500 train_time:23826ms step_avg:567.29ms
step:43/500 train_time:24356ms step_avg:566.41ms
step:44/500 train_time:24960ms step_avg:567.27ms
step:45/500 train_time:25489ms step_avg:566.43ms
step:46/500 train_time:26093ms step_avg:567.25ms
step:47/500 train_time:26623ms step_avg:566.44ms
step:48/500 train_time:27227ms step_avg:567.23ms
step:49/500 train_time:27756ms step_avg:566.46ms
step:50/500 train_time:28360ms step_avg:567.21ms
step:51/500 train_time:28890ms step_avg:566.47ms
step:52/500 train_time:29495ms step_avg:567.20ms
step:53/500 train_time:30024ms step_avg:566.49ms
step:54/500 train_time:30628ms step_avg:567.19ms
step:55/500 train_time:31158ms step_avg:566.51ms
step:56/500 train_time:31762ms step_avg:567.18ms
step:57/500 train_time:32292ms step_avg:566.52ms
step:58/500 train_time:32896ms step_avg:567.16ms
step:59/500 train_time:33425ms step_avg:566.52ms
step:60/500 train_time:34029ms step_avg:567.16ms
step:61/500 train_time:34559ms step_avg:566.54ms
step:62/500 train_time:35163ms step_avg:567.15ms
step:63/500 train_time:35692ms step_avg:566.55ms
step:64/500 train_time:36296ms step_avg:567.13ms
step:65/500 train_time:36826ms step_avg:566.55ms
step:66/500 train_time:37430ms step_avg:567.12ms
step:67/500 train_time:37959ms step_avg:566.55ms
step:68/500 train_time:38563ms step_avg:567.10ms
step:69/500 train_time:39092ms step_avg:566.56ms
step:70/500 train_time:39697ms step_avg:567.09ms
step:71/500 train_time:40226ms step_avg:566.56ms
step:72/500 train_time:40830ms step_avg:567.08ms
step:73/500 train_time:41359ms step_avg:566.56ms
step:74/500 train_time:41963ms step_avg:567.07ms
step:75/500 train_time:42492ms step_avg:566.56ms
step:76/500 train_time:43096ms step_avg:567.05ms
step:77/500 train_time:43625ms step_avg:566.56ms
step:78/500 train_time:44229ms step_avg:567.04ms
step:79/500 train_time:44759ms step_avg:566.56ms
step:80/500 train_time:45362ms step_avg:567.03ms
step:81/500 train_time:45892ms step_avg:566.57ms
step:82/500 train_time:46496ms step_avg:567.03ms
step:83/500 train_time:47026ms step_avg:566.58ms
step:84/500 train_time:47629ms step_avg:567.02ms
step:85/500 train_time:48159ms step_avg:566.57ms
step:86/500 train_time:48763ms step_avg:567.01ms
step:87/500 train_time:49292ms step_avg:566.58ms
step:88/500 train_time:49897ms step_avg:567.01ms
step:89/500 train_time:50426ms step_avg:566.58ms
step:90/500 train_time:51030ms step_avg:567.00ms
step:91/500 train_time:51559ms step_avg:566.59ms
step:92/500 train_time:52163ms step_avg:566.99ms
step:93/500 train_time:52693ms step_avg:566.59ms
step:94/500 train_time:53296ms step_avg:566.98ms
step:95/500 train_time:53826ms step_avg:566.59ms
step:96/500 train_time:54430ms step_avg:566.98ms
step:97/500 train_time:54959ms step_avg:566.59ms
step:98/500 train_time:55563ms step_avg:566.97ms
step:99/500 train_time:56092ms step_avg:566.59ms
step:100/500 train_time:56696ms step_avg:566.96ms
step:101/500 train_time:57225ms step_avg:566.59ms
step:102/500 train_time:57829ms step_avg:566.95ms
step:103/500 train_time:58358ms step_avg:566.59ms
step:104/500 train_time:58963ms step_avg:566.95ms
step:105/500 train_time:59492ms step_avg:566.59ms
step:106/500 train_time:60096ms step_avg:566.94ms
step:107/500 train_time:60625ms step_avg:566.59ms
step:108/500 train_time:61229ms step_avg:566.93ms
step:109/500 train_time:61758ms step_avg:566.59ms
step:110/500 train_time:62362ms step_avg:566.93ms
step:111/500 train_time:62892ms step_avg:566.59ms
step:112/500 train_time:63496ms step_avg:566.93ms
step:113/500 train_time:64025ms step_avg:566.59ms
step:114/500 train_time:64629ms step_avg:566.92ms
step:115/500 train_time:65158ms step_avg:566.59ms
step:116/500 train_time:65761ms step_avg:566.91ms
step:117/500 train_time:66291ms step_avg:566.59ms
step:118/500 train_time:66895ms step_avg:566.90ms
step:119/500 train_time:67424ms step_avg:566.59ms
step:120/500 train_time:68027ms step_avg:566.90ms
step:121/500 train_time:68557ms step_avg:566.59ms
step:122/500 train_time:69161ms step_avg:566.89ms
step:123/500 train_time:69690ms step_avg:566.59ms
step:124/500 train_time:70294ms step_avg:566.89ms
step:125/500 train_time:70823ms step_avg:566.59ms
step:126/500 train_time:71427ms step_avg:566.88ms
step:127/500 train_time:71956ms step_avg:566.59ms
step:128/500 train_time:72560ms step_avg:566.87ms
step:129/500 train_time:73089ms step_avg:566.58ms
step:130/500 train_time:73692ms step_avg:566.86ms
step:131/500 train_time:74221ms step_avg:566.58ms
step:132/500 train_time:74825ms step_avg:566.86ms
step:133/500 train_time:75354ms step_avg:566.57ms
step:134/500 train_time:75958ms step_avg:566.85ms
step:135/500 train_time:76487ms step_avg:566.57ms
step:136/500 train_time:77090ms step_avg:566.84ms
step:137/500 train_time:77619ms step_avg:566.56ms
step:138/500 train_time:78223ms step_avg:566.83ms
step:139/500 train_time:78752ms step_avg:566.56ms
step:140/500 train_time:79356ms step_avg:566.83ms
step:141/500 train_time:79885ms step_avg:566.56ms
step:142/500 train_time:80489ms step_avg:566.82ms
step:143/500 train_time:81018ms step_avg:566.56ms
step:144/500 train_time:81621ms step_avg:566.81ms
step:145/500 train_time:82150ms step_avg:566.55ms
step:146/500 train_time:82754ms step_avg:566.81ms
step:147/500 train_time:83283ms step_avg:566.55ms
step:148/500 train_time:83887ms step_avg:566.80ms
step:149/500 train_time:84416ms step_avg:566.55ms
step:150/500 train_time:85020ms step_avg:566.80ms
step:151/500 train_time:85549ms step_avg:566.55ms
step:152/500 train_time:86153ms step_avg:566.79ms
step:153/500 train_time:86682ms step_avg:566.55ms
step:154/500 train_time:87285ms step_avg:566.79ms
step:155/500 train_time:87815ms step_avg:566.55ms
step:156/500 train_time:88418ms step_avg:566.78ms
step:157/500 train_time:88947ms step_avg:566.54ms
step:158/500 train_time:89551ms step_avg:566.78ms
step:159/500 train_time:90080ms step_avg:566.54ms
step:160/500 train_time:90683ms step_avg:566.77ms
step:161/500 train_time:91213ms step_avg:566.54ms
step:162/500 train_time:91816ms step_avg:566.77ms
step:163/500 train_time:92345ms step_avg:566.54ms
step:164/500 train_time:92949ms step_avg:566.76ms
step:165/500 train_time:93478ms step_avg:566.53ms
step:166/500 train_time:94082ms step_avg:566.76ms
step:167/500 train_time:94610ms step_avg:566.53ms
step:168/500 train_time:95852ms step_avg:570.55ms
step:169/500 train_time:96984ms step_avg:573.87ms
step:170/500 train_time:98250ms step_avg:577.94ms
step:171/500 train_time:99383ms step_avg:581.19ms
step:172/500 train_time:100648ms step_avg:585.16ms
step:173/500 train_time:101781ms step_avg:588.33ms
step:174/500 train_time:103047ms step_avg:592.22ms
step:175/500 train_time:104180ms step_avg:595.32ms
step:176/500 train_time:105444ms step_avg:599.11ms
step:177/500 train_time:106578ms step_avg:602.13ms
step:178/500 train_time:107844ms step_avg:605.86ms
step:179/500 train_time:108976ms step_avg:608.80ms
step:180/500 train_time:110242ms step_avg:612.45ms
step:181/500 train_time:111375ms step_avg:615.33ms
step:182/500 train_time:112639ms step_avg:618.90ms
step:183/500 train_time:113771ms step_avg:621.70ms
step:184/500 train_time:115037ms step_avg:625.20ms
step:185/500 train_time:116170ms step_avg:627.95ms
step:186/500 train_time:117435ms step_avg:631.37ms
step:187/500 train_time:118568ms step_avg:634.05ms
step:188/500 train_time:119834ms step_avg:637.42ms
step:189/500 train_time:120966ms step_avg:640.03ms
step:190/500 train_time:122230ms step_avg:643.32ms
step:191/500 train_time:123365ms step_avg:645.89ms
step:192/500 train_time:124629ms step_avg:649.11ms
step:193/500 train_time:125762ms step_avg:651.62ms
step:194/500 train_time:127027ms step_avg:654.78ms
step:195/500 train_time:128159ms step_avg:657.23ms
step:196/500 train_time:129424ms step_avg:660.33ms
step:197/500 train_time:130557ms step_avg:662.73ms
step:198/500 train_time:131823ms step_avg:665.77ms
step:199/500 train_time:132955ms step_avg:668.12ms
step:200/500 train_time:134221ms step_avg:671.11ms
step:201/500 train_time:135353ms step_avg:673.40ms
step:202/500 train_time:136618ms step_avg:676.33ms
step:203/500 train_time:137752ms step_avg:678.58ms
step:204/500 train_time:139017ms step_avg:681.45ms
step:205/500 train_time:140150ms step_avg:683.66ms
step:206/500 train_time:141415ms step_avg:686.48ms
step:207/500 train_time:142547ms step_avg:688.63ms
step:208/500 train_time:143813ms step_avg:691.41ms
step:209/500 train_time:144947ms step_avg:693.53ms
step:210/500 train_time:146212ms step_avg:696.25ms
step:211/500 train_time:147344ms step_avg:698.32ms
step:212/500 train_time:148610ms step_avg:700.99ms
step:213/500 train_time:149742ms step_avg:703.01ms
step:214/500 train_time:151007ms step_avg:705.64ms
step:215/500 train_time:152141ms step_avg:707.63ms
step:216/500 train_time:153407ms step_avg:710.22ms
step:217/500 train_time:154540ms step_avg:712.16ms
step:218/500 train_time:155804ms step_avg:714.70ms
step:219/500 train_time:156938ms step_avg:716.61ms
step:220/500 train_time:158201ms step_avg:719.10ms
step:221/500 train_time:159332ms step_avg:720.96ms
step:222/500 train_time:160598ms step_avg:723.41ms
step:223/500 train_time:161731ms step_avg:725.25ms
step:224/500 train_time:162996ms step_avg:727.66ms
step:225/500 train_time:164129ms step_avg:729.46ms
step:226/500 train_time:165393ms step_avg:731.83ms
step:227/500 train_time:166524ms step_avg:733.59ms
step:228/500 train_time:167790ms step_avg:735.92ms
step:229/500 train_time:168923ms step_avg:737.66ms
step:230/500 train_time:170189ms step_avg:739.95ms
step:231/500 train_time:171323ms step_avg:741.66ms
step:232/500 train_time:172587ms step_avg:743.91ms
step:233/500 train_time:173720ms step_avg:745.58ms
step:234/500 train_time:174984ms step_avg:747.79ms
step:235/500 train_time:176118ms step_avg:749.44ms
step:236/500 train_time:177381ms step_avg:751.61ms
step:237/500 train_time:178513ms step_avg:753.22ms
step:238/500 train_time:179778ms step_avg:755.37ms
step:239/500 train_time:180910ms step_avg:756.95ms
step:240/500 train_time:182176ms step_avg:759.07ms
step:241/500 train_time:183309ms step_avg:760.62ms
step:242/500 train_time:184573ms step_avg:762.70ms
step:243/500 train_time:185705ms step_avg:764.22ms
step:244/500 train_time:186970ms step_avg:766.27ms
step:245/500 train_time:188103ms step_avg:767.77ms
step:246/500 train_time:189368ms step_avg:769.79ms
step:247/500 train_time:190501ms step_avg:771.26ms
step:248/500 train_time:191765ms step_avg:773.25ms
step:249/500 train_time:192897ms step_avg:774.69ms
step:250/500 train_time:194162ms step_avg:776.65ms
step:250/500 val_loss:5.9035 train_time:194168ms step_avg:776.67ms
step:251/500 train_time:195295ms step_avg:778.07ms
step:252/500 train_time:196559ms step_avg:779.99ms
step:253/500 train_time:197691ms step_avg:781.39ms
step:254/500 train_time:198955ms step_avg:783.29ms
step:255/500 train_time:200087ms step_avg:784.65ms
step:256/500 train_time:201352ms step_avg:786.53ms
step:257/500 train_time:202485ms step_avg:787.88ms
step:258/500 train_time:203749ms step_avg:789.72ms
step:259/500 train_time:204882ms step_avg:791.05ms
step:260/500 train_time:206145ms step_avg:792.87ms
step:261/500 train_time:207278ms step_avg:794.17ms
step:262/500 train_time:208542ms step_avg:795.96ms
step:263/500 train_time:209675ms step_avg:797.24ms
step:264/500 train_time:210939ms step_avg:799.01ms
step:265/500 train_time:212072ms step_avg:800.27ms
step:266/500 train_time:213335ms step_avg:802.01ms
step:267/500 train_time:214467ms step_avg:803.25ms
step:268/500 train_time:215732ms step_avg:804.97ms
step:269/500 train_time:216864ms step_avg:806.19ms
step:270/500 train_time:218128ms step_avg:807.88ms
step:271/500 train_time:219261ms step_avg:809.08ms
step:272/500 train_time:220527ms step_avg:810.76ms
step:273/500 train_time:221659ms step_avg:811.94ms
step:274/500 train_time:222924ms step_avg:813.59ms
step:275/500 train_time:224055ms step_avg:814.75ms
step:276/500 train_time:225320ms step_avg:816.38ms
step:277/500 train_time:226453ms step_avg:817.52ms
step:278/500 train_time:227717ms step_avg:819.13ms
step:279/500 train_time:228849ms step_avg:820.25ms
step:280/500 train_time:230114ms step_avg:821.84ms
step:281/500 train_time:231247ms step_avg:822.94ms
step:282/500 train_time:232511ms step_avg:824.51ms
step:283/500 train_time:233642ms step_avg:825.59ms
step:284/500 train_time:234906ms step_avg:827.13ms
step:285/500 train_time:236038ms step_avg:828.21ms
step:286/500 train_time:237303ms step_avg:829.73ms
step:287/500 train_time:238437ms step_avg:830.79ms
step:288/500 train_time:239701ms step_avg:832.30ms
step:289/500 train_time:240833ms step_avg:833.33ms
step:290/500 train_time:242098ms step_avg:834.82ms
step:291/500 train_time:243230ms step_avg:835.84ms
step:292/500 train_time:244494ms step_avg:837.31ms
step:293/500 train_time:245627ms step_avg:838.32ms
step:294/500 train_time:246892ms step_avg:839.77ms
step:295/500 train_time:248023ms step_avg:840.75ms
step:296/500 train_time:249286ms step_avg:842.18ms
step:297/500 train_time:250418ms step_avg:843.16ms
step:298/500 train_time:251682ms step_avg:844.57ms
step:299/500 train_time:252816ms step_avg:845.54ms
step:300/500 train_time:254080ms step_avg:846.93ms
step:301/500 train_time:255213ms step_avg:847.88ms
step:302/500 train_time:256478ms step_avg:849.27ms
step:303/500 train_time:257611ms step_avg:850.20ms
step:304/500 train_time:258874ms step_avg:851.56ms
step:305/500 train_time:260007ms step_avg:852.48ms
step:306/500 train_time:261272ms step_avg:853.83ms
step:307/500 train_time:262403ms step_avg:854.73ms
step:308/500 train_time:263668ms step_avg:856.07ms
step:309/500 train_time:264800ms step_avg:856.96ms
step:310/500 train_time:266064ms step_avg:858.27ms
step:311/500 train_time:267198ms step_avg:859.16ms
step:312/500 train_time:268461ms step_avg:860.45ms
step:313/500 train_time:269593ms step_avg:861.32ms
step:314/500 train_time:270857ms step_avg:862.60ms
step:315/500 train_time:271990ms step_avg:863.46ms
step:316/500 train_time:273255ms step_avg:864.73ms
step:317/500 train_time:274388ms step_avg:865.58ms
step:318/500 train_time:275653ms step_avg:866.83ms
step:319/500 train_time:276786ms step_avg:867.67ms
step:320/500 train_time:278049ms step_avg:868.90ms
step:321/500 train_time:279181ms step_avg:869.72ms
step:322/500 train_time:280446ms step_avg:870.95ms
step:323/500 train_time:281578ms step_avg:871.76ms
step:324/500 train_time:282842ms step_avg:872.97ms
step:325/500 train_time:283974ms step_avg:873.77ms
step:326/500 train_time:285238ms step_avg:874.96ms
step:327/500 train_time:286370ms step_avg:875.75ms
step:328/500 train_time:287634ms step_avg:876.93ms
step:329/500 train_time:288766ms step_avg:877.71ms
step:330/500 train_time:290030ms step_avg:878.88ms
step:331/500 train_time:291163ms step_avg:879.65ms
step:332/500 train_time:292427ms step_avg:880.80ms
step:333/500 train_time:293559ms step_avg:881.56ms
step:334/500 train_time:295562ms step_avg:884.92ms
step:335/500 train_time:297397ms step_avg:887.75ms
step:336/500 train_time:299428ms step_avg:891.15ms
step:337/500 train_time:301263ms step_avg:893.95ms
step:338/500 train_time:303296ms step_avg:897.32ms
step:339/500 train_time:305129ms step_avg:900.08ms
step:340/500 train_time:307160ms step_avg:903.41ms
step:341/500 train_time:308994ms step_avg:906.14ms
step:342/500 train_time:311026ms step_avg:909.43ms
step:343/500 train_time:312857ms step_avg:912.12ms
step:344/500 train_time:314889ms step_avg:915.37ms
step:345/500 train_time:316722ms step_avg:918.04ms
step:346/500 train_time:318753ms step_avg:921.25ms
step:347/500 train_time:320585ms step_avg:923.88ms
step:348/500 train_time:322618ms step_avg:927.06ms
step:349/500 train_time:324451ms step_avg:929.66ms
step:350/500 train_time:326485ms step_avg:932.81ms
step:351/500 train_time:328318ms step_avg:935.38ms
step:352/500 train_time:330349ms step_avg:938.49ms
step:353/500 train_time:332179ms step_avg:941.02ms
step:354/500 train_time:334210ms step_avg:944.10ms
step:355/500 train_time:336044ms step_avg:946.60ms
step:356/500 train_time:338076ms step_avg:949.65ms
step:357/500 train_time:339906ms step_avg:952.12ms
step:358/500 train_time:341939ms step_avg:955.14ms
step:359/500 train_time:343772ms step_avg:957.58ms
step:360/500 train_time:345804ms step_avg:960.57ms
step:361/500 train_time:347636ms step_avg:962.98ms
step:362/500 train_time:349670ms step_avg:965.94ms
step:363/500 train_time:351501ms step_avg:968.32ms
step:364/500 train_time:353533ms step_avg:971.24ms
step:365/500 train_time:355365ms step_avg:973.60ms
step:366/500 train_time:357398ms step_avg:976.50ms
step:367/500 train_time:359230ms step_avg:978.83ms
step:368/500 train_time:361260ms step_avg:981.68ms
step:369/500 train_time:363090ms step_avg:983.99ms
step:370/500 train_time:365120ms step_avg:986.81ms
step:371/500 train_time:366955ms step_avg:989.10ms
step:372/500 train_time:368986ms step_avg:991.90ms
step:373/500 train_time:370819ms step_avg:994.15ms
step:374/500 train_time:372852ms step_avg:996.93ms
step:375/500 train_time:374686ms step_avg:999.16ms
step:376/500 train_time:376720ms step_avg:1001.92ms
step:377/500 train_time:378553ms step_avg:1004.12ms
step:378/500 train_time:380583ms step_avg:1006.83ms
step:379/500 train_time:382416ms step_avg:1009.01ms
step:380/500 train_time:384448ms step_avg:1011.70ms
step:381/500 train_time:386280ms step_avg:1013.86ms
step:382/500 train_time:388312ms step_avg:1016.52ms
step:383/500 train_time:390144ms step_avg:1018.65ms
step:384/500 train_time:392175ms step_avg:1021.29ms
step:385/500 train_time:394005ms step_avg:1023.39ms
step:386/500 train_time:396038ms step_avg:1026.01ms
step:387/500 train_time:397871ms step_avg:1028.09ms
step:388/500 train_time:399903ms step_avg:1030.68ms
step:389/500 train_time:401737ms step_avg:1032.74ms
step:390/500 train_time:403772ms step_avg:1035.31ms
step:391/500 train_time:405604ms step_avg:1037.35ms
step:392/500 train_time:407637ms step_avg:1039.89ms
step:393/500 train_time:409468ms step_avg:1041.90ms
step:394/500 train_time:411499ms step_avg:1044.41ms
step:395/500 train_time:413330ms step_avg:1046.41ms
step:396/500 train_time:415363ms step_avg:1048.90ms
step:397/500 train_time:417195ms step_avg:1050.87ms
step:398/500 train_time:419226ms step_avg:1053.33ms
step:399/500 train_time:421060ms step_avg:1055.29ms
step:400/500 train_time:423092ms step_avg:1057.73ms
step:401/500 train_time:424925ms step_avg:1059.66ms
step:402/500 train_time:426957ms step_avg:1062.08ms
step:403/500 train_time:428789ms step_avg:1063.99ms
