[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/engram_l2_bf5_dim384_h8_ng3_500_20260512_234447.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=engram_l2_bf5_dim384_h8_ng3_500_20260512_234447 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=0 engram_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=0 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=0 rom_state_sparse_adam=0 rom_state_sparse_sgd=0 rom_sparse_adam_lr_mul=5.0 rom_sparse_adam_beta2=0.95 rom_sparse_sgd_lr_mul=5.0 rom_sparse_sgd_momentum=0.9 rom_table_nonemb_mult=0.0 engram_dim=384 engram_heads=8 engram_max_ngram=3 engram_short_conv_kernel=4 engram_hash_seed=0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9387 train_time:0ms step_avg:0.03ms
step:1/500 train_time:549ms step_avg:548.67ms
step:2/500 train_time:1120ms step_avg:559.97ms
step:3/500 train_time:1694ms step_avg:564.68ms
step:4/500 train_time:2266ms step_avg:566.43ms
step:5/500 train_time:2839ms step_avg:567.83ms
step:6/500 train_time:3411ms step_avg:568.47ms
step:7/500 train_time:3985ms step_avg:569.28ms
step:8/500 train_time:4556ms step_avg:569.54ms
step:9/500 train_time:5130ms step_avg:570.04ms
step:10/500 train_time:5702ms step_avg:570.15ms
step:11/500 train_time:6276ms step_avg:570.51ms
step:12/500 train_time:6847ms step_avg:570.58ms
step:13/500 train_time:7421ms step_avg:570.86ms
step:14/500 train_time:7993ms step_avg:570.90ms
step:15/500 train_time:8567ms step_avg:571.13ms
step:16/500 train_time:9138ms step_avg:571.13ms
step:17/500 train_time:9712ms step_avg:571.32ms
step:18/500 train_time:10284ms step_avg:571.31ms
step:19/500 train_time:10858ms step_avg:571.47ms
step:20/500 train_time:11429ms step_avg:571.47ms
step:21/500 train_time:12004ms step_avg:571.61ms
step:22/500 train_time:12575ms step_avg:571.61ms
step:23/500 train_time:13149ms step_avg:571.71ms
step:24/500 train_time:13721ms step_avg:571.69ms
step:25/500 train_time:14295ms step_avg:571.79ms
step:26/500 train_time:14866ms step_avg:571.77ms
step:27/500 train_time:15440ms step_avg:571.86ms
step:28/500 train_time:16012ms step_avg:571.85ms
step:29/500 train_time:16586ms step_avg:571.93ms
step:30/500 train_time:17157ms step_avg:571.91ms
step:31/500 train_time:17731ms step_avg:571.98ms
step:32/500 train_time:18303ms step_avg:571.96ms
step:33/500 train_time:18877ms step_avg:572.03ms
step:34/500 train_time:19449ms step_avg:572.02ms
step:35/500 train_time:20023ms step_avg:572.08ms
step:36/500 train_time:20594ms step_avg:572.06ms
step:37/500 train_time:21168ms step_avg:572.11ms
step:38/500 train_time:21740ms step_avg:572.09ms
step:39/500 train_time:22314ms step_avg:572.16ms
step:40/500 train_time:22885ms step_avg:572.13ms
step:41/500 train_time:23459ms step_avg:572.18ms
step:42/500 train_time:24031ms step_avg:572.16ms
step:43/500 train_time:24605ms step_avg:572.20ms
step:44/500 train_time:25176ms step_avg:572.19ms
step:45/500 train_time:25750ms step_avg:572.23ms
step:46/500 train_time:26322ms step_avg:572.21ms
step:47/500 train_time:26895ms step_avg:572.24ms
step:48/500 train_time:27467ms step_avg:572.22ms
step:49/500 train_time:28041ms step_avg:572.26ms
step:50/500 train_time:28612ms step_avg:572.24ms
step:51/500 train_time:29186ms step_avg:572.28ms
step:52/500 train_time:29757ms step_avg:572.26ms
step:53/500 train_time:30331ms step_avg:572.29ms
step:54/500 train_time:30902ms step_avg:572.27ms
step:55/500 train_time:31476ms step_avg:572.30ms
step:56/500 train_time:32047ms step_avg:572.28ms
step:57/500 train_time:32621ms step_avg:572.31ms
step:58/500 train_time:33193ms step_avg:572.29ms
step:59/500 train_time:33767ms step_avg:572.32ms
step:60/500 train_time:34338ms step_avg:572.30ms
step:61/500 train_time:34912ms step_avg:572.33ms
step:62/500 train_time:35484ms step_avg:572.32ms
step:63/500 train_time:36057ms step_avg:572.34ms
step:64/500 train_time:36629ms step_avg:572.32ms
step:65/500 train_time:37203ms step_avg:572.35ms
step:66/500 train_time:37774ms step_avg:572.33ms
step:67/500 train_time:38348ms step_avg:572.36ms
step:68/500 train_time:38919ms step_avg:572.34ms
step:69/500 train_time:39493ms step_avg:572.36ms
step:70/500 train_time:40064ms step_avg:572.35ms
step:71/500 train_time:40638ms step_avg:572.37ms
step:72/500 train_time:41209ms step_avg:572.35ms
step:73/500 train_time:41783ms step_avg:572.37ms
step:74/500 train_time:42354ms step_avg:572.35ms
step:75/500 train_time:42928ms step_avg:572.37ms
step:76/500 train_time:43499ms step_avg:572.35ms
step:77/500 train_time:44072ms step_avg:572.37ms
step:78/500 train_time:44644ms step_avg:572.36ms
step:79/500 train_time:45218ms step_avg:572.37ms
step:80/500 train_time:45788ms step_avg:572.36ms
step:81/500 train_time:46362ms step_avg:572.37ms
step:82/500 train_time:46934ms step_avg:572.36ms
step:83/500 train_time:47508ms step_avg:572.38ms
step:84/500 train_time:48079ms step_avg:572.37ms
step:85/500 train_time:48653ms step_avg:572.39ms
step:86/500 train_time:49224ms step_avg:572.37ms
step:87/500 train_time:49798ms step_avg:572.39ms
step:88/500 train_time:50369ms step_avg:572.37ms
step:89/500 train_time:50943ms step_avg:572.39ms
step:90/500 train_time:51514ms step_avg:572.37ms
step:91/500 train_time:52088ms step_avg:572.39ms
step:92/500 train_time:52659ms step_avg:572.38ms
step:93/500 train_time:53232ms step_avg:572.39ms
step:94/500 train_time:53803ms step_avg:572.37ms
step:95/500 train_time:54377ms step_avg:572.39ms
step:96/500 train_time:54948ms step_avg:572.38ms
step:97/500 train_time:55522ms step_avg:572.39ms
step:98/500 train_time:56093ms step_avg:572.38ms
step:99/500 train_time:56667ms step_avg:572.39ms
step:100/500 train_time:57238ms step_avg:572.38ms
step:101/500 train_time:57812ms step_avg:572.39ms
step:102/500 train_time:58383ms step_avg:572.38ms
step:103/500 train_time:58957ms step_avg:572.39ms
step:104/500 train_time:59528ms step_avg:572.38ms
step:105/500 train_time:60102ms step_avg:572.40ms
step:106/500 train_time:60672ms step_avg:572.38ms
step:107/500 train_time:61246ms step_avg:572.40ms
step:108/500 train_time:61817ms step_avg:572.38ms
step:109/500 train_time:62391ms step_avg:572.40ms
step:110/500 train_time:62962ms step_avg:572.38ms
step:111/500 train_time:63536ms step_avg:572.40ms
step:112/500 train_time:64107ms step_avg:572.38ms
step:113/500 train_time:64681ms step_avg:572.40ms
step:114/500 train_time:65252ms step_avg:572.38ms
step:115/500 train_time:65825ms step_avg:572.39ms
step:116/500 train_time:66396ms step_avg:572.38ms
step:117/500 train_time:66970ms step_avg:572.39ms
step:118/500 train_time:67541ms step_avg:572.38ms
step:119/500 train_time:68115ms step_avg:572.39ms
step:120/500 train_time:68686ms step_avg:572.38ms
step:121/500 train_time:69260ms step_avg:572.39ms
step:122/500 train_time:69831ms step_avg:572.38ms
step:123/500 train_time:70404ms step_avg:572.39ms
step:124/500 train_time:70976ms step_avg:572.38ms
step:125/500 train_time:71549ms step_avg:572.39ms
step:126/500 train_time:72120ms step_avg:572.38ms
step:127/500 train_time:72694ms step_avg:572.39ms
step:128/500 train_time:73265ms step_avg:572.38ms
