[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/lr_sweep_l2_hashrom_sparseadam75_bf5_h6k4v16_500_20260512_212937.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=lr_sweep_l2_hashrom_sparseadam75_bf5_h6k4v16_500_20260512_212937 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=1 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=1 rom_state_sparse_adam=1 rom_sparse_adam_lr_mul=75.0 rom_table_nonemb_mult=0.0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9371 train_time:0ms step_avg:0.03ms
step:1/500 train_time:543ms step_avg:542.80ms
step:2/500 train_time:1147ms step_avg:573.28ms
step:3/500 train_time:1676ms step_avg:558.60ms
step:4/500 train_time:2279ms step_avg:569.83ms
step:5/500 train_time:2808ms step_avg:561.67ms
step:6/500 train_time:3412ms step_avg:568.68ms
step:7/500 train_time:3941ms step_avg:563.05ms
step:8/500 train_time:4545ms step_avg:568.11ms
step:9/500 train_time:5074ms step_avg:563.82ms
step:10/500 train_time:5678ms step_avg:567.83ms
step:11/500 train_time:6208ms step_avg:564.35ms
step:12/500 train_time:6812ms step_avg:567.66ms
step:13/500 train_time:7342ms step_avg:564.75ms
step:14/500 train_time:7946ms step_avg:567.56ms
step:15/500 train_time:8476ms step_avg:565.06ms
step:16/500 train_time:9080ms step_avg:567.49ms
step:17/500 train_time:9610ms step_avg:565.28ms
step:18/500 train_time:10214ms step_avg:567.44ms
step:19/500 train_time:10744ms step_avg:565.45ms
step:20/500 train_time:11348ms step_avg:567.38ms
step:21/500 train_time:11878ms step_avg:565.60ms
step:22/500 train_time:12482ms step_avg:567.34ms
step:23/500 train_time:13011ms step_avg:565.70ms
step:24/500 train_time:13615ms step_avg:567.30ms
step:25/500 train_time:14145ms step_avg:565.79ms
step:26/500 train_time:14749ms step_avg:567.26ms
step:27/500 train_time:15278ms step_avg:565.87ms
step:28/500 train_time:15883ms step_avg:567.24ms
step:29/500 train_time:16413ms step_avg:565.96ms
step:30/500 train_time:17017ms step_avg:567.23ms
step:31/500 train_time:17546ms step_avg:566.02ms
step:32/500 train_time:18151ms step_avg:567.21ms
step:33/500 train_time:18681ms step_avg:566.08ms
step:34/500 train_time:19285ms step_avg:567.20ms
step:35/500 train_time:19814ms step_avg:566.12ms
step:36/500 train_time:20418ms step_avg:567.17ms
step:37/500 train_time:20948ms step_avg:566.16ms
step:38/500 train_time:21552ms step_avg:567.15ms
step:39/500 train_time:22081ms step_avg:566.19ms
step:40/500 train_time:22685ms step_avg:567.13ms
step:41/500 train_time:23215ms step_avg:566.21ms
step:42/500 train_time:23818ms step_avg:567.10ms
step:43/500 train_time:24348ms step_avg:566.23ms
step:44/500 train_time:24952ms step_avg:567.09ms
step:45/500 train_time:25481ms step_avg:566.25ms
step:46/500 train_time:26085ms step_avg:567.06ms
step:47/500 train_time:26614ms step_avg:566.26ms
step:48/500 train_time:27218ms step_avg:567.04ms
step:49/500 train_time:27747ms step_avg:566.27ms
step:50/500 train_time:28351ms step_avg:567.02ms
step:51/500 train_time:28881ms step_avg:566.29ms
step:52/500 train_time:29485ms step_avg:567.02ms
step:53/500 train_time:30014ms step_avg:566.31ms
step:54/500 train_time:30618ms step_avg:567.01ms
step:55/500 train_time:31148ms step_avg:566.33ms
step:56/500 train_time:31752ms step_avg:567.00ms
step:57/500 train_time:32281ms step_avg:566.33ms
step:58/500 train_time:32885ms step_avg:566.98ms
step:59/500 train_time:33414ms step_avg:566.35ms
step:60/500 train_time:34019ms step_avg:566.98ms
step:61/500 train_time:34548ms step_avg:566.37ms
step:62/500 train_time:35152ms step_avg:566.97ms
step:63/500 train_time:35682ms step_avg:566.37ms
step:64/500 train_time:36285ms step_avg:566.96ms
