[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/engram_l2_bf5_dim768_h8_ng2_500_20260512_235919.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=engram_l2_bf5_dim768_h8_ng2_500_20260512_235919 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=0 engram_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=0 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=0 rom_state_sparse_adam=0 rom_state_sparse_sgd=0 rom_sparse_adam_lr_mul=5.0 rom_sparse_adam_beta2=0.95 rom_sparse_sgd_lr_mul=5.0 rom_sparse_sgd_momentum=0.9 rom_table_nonemb_mult=0.0 engram_dim=768 engram_heads=8 engram_max_ngram=2 engram_short_conv_kernel=4 engram_hash_seed=0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9353 train_time:0ms step_avg:0.03ms
step:1/500 train_time:552ms step_avg:551.72ms
step:2/500 train_time:1126ms step_avg:563.19ms
step:3/500 train_time:1705ms step_avg:568.25ms
step:4/500 train_time:2279ms step_avg:569.79ms
step:5/500 train_time:2857ms step_avg:571.43ms
step:6/500 train_time:3432ms step_avg:571.96ms
step:7/500 train_time:4010ms step_avg:572.85ms
step:8/500 train_time:4584ms step_avg:573.05ms
step:9/500 train_time:5163ms step_avg:573.63ms
step:10/500 train_time:5737ms step_avg:573.75ms
step:11/500 train_time:6316ms step_avg:574.14ms
step:12/500 train_time:6891ms step_avg:574.21ms
step:13/500 train_time:7469ms step_avg:574.57ms
step:14/500 train_time:8044ms step_avg:574.60ms
step:15/500 train_time:8623ms step_avg:574.86ms
step:16/500 train_time:9198ms step_avg:574.87ms
step:17/500 train_time:9777ms step_avg:575.11ms
step:18/500 train_time:10352ms step_avg:575.09ms
step:19/500 train_time:10930ms step_avg:575.27ms
step:20/500 train_time:11505ms step_avg:575.27ms
step:21/500 train_time:12084ms step_avg:575.42ms
step:22/500 train_time:12659ms step_avg:575.40ms
step:23/500 train_time:13237ms step_avg:575.54ms
step:24/500 train_time:13812ms step_avg:575.52ms
step:25/500 train_time:14391ms step_avg:575.63ms
step:26/500 train_time:14966ms step_avg:575.60ms
step:27/500 train_time:15544ms step_avg:575.71ms
step:28/500 train_time:16119ms step_avg:575.68ms
step:29/500 train_time:16698ms step_avg:575.78ms
step:30/500 train_time:17272ms step_avg:575.75ms
step:31/500 train_time:17851ms step_avg:575.84ms
step:32/500 train_time:18426ms step_avg:575.81ms
step:33/500 train_time:19005ms step_avg:575.90ms
step:34/500 train_time:19580ms step_avg:575.87ms
step:35/500 train_time:20158ms step_avg:575.95ms
step:36/500 train_time:20733ms step_avg:575.92ms
step:37/500 train_time:21312ms step_avg:575.99ms
step:38/500 train_time:21887ms step_avg:575.96ms
step:39/500 train_time:22465ms step_avg:576.04ms
step:40/500 train_time:23040ms step_avg:576.01ms
step:41/500 train_time:23619ms step_avg:576.07ms
step:42/500 train_time:24194ms step_avg:576.04ms
step:43/500 train_time:24772ms step_avg:576.10ms
step:44/500 train_time:25347ms step_avg:576.07ms
step:45/500 train_time:25926ms step_avg:576.13ms
step:46/500 train_time:26501ms step_avg:576.10ms
step:47/500 train_time:27080ms step_avg:576.16ms
step:48/500 train_time:27654ms step_avg:576.13ms
step:49/500 train_time:28232ms step_avg:576.17ms
step:50/500 train_time:28807ms step_avg:576.15ms
step:51/500 train_time:29386ms step_avg:576.19ms
step:52/500 train_time:29961ms step_avg:576.18ms
step:53/500 train_time:30540ms step_avg:576.22ms
step:54/500 train_time:31114ms step_avg:576.19ms
step:55/500 train_time:31693ms step_avg:576.23ms
step:56/500 train_time:32268ms step_avg:576.21ms
step:57/500 train_time:32847ms step_avg:576.26ms
step:58/500 train_time:33422ms step_avg:576.24ms
step:59/500 train_time:34000ms step_avg:576.27ms
step:60/500 train_time:34575ms step_avg:576.25ms
step:61/500 train_time:35154ms step_avg:576.29ms
step:62/500 train_time:35728ms step_avg:576.26ms
step:63/500 train_time:36306ms step_avg:576.29ms
step:64/500 train_time:36881ms step_avg:576.27ms
step:65/500 train_time:37460ms step_avg:576.30ms
step:66/500 train_time:38034ms step_avg:576.28ms
step:67/500 train_time:38613ms step_avg:576.31ms
step:68/500 train_time:39187ms step_avg:576.28ms
step:69/500 train_time:39766ms step_avg:576.32ms
step:70/500 train_time:40341ms step_avg:576.30ms
step:71/500 train_time:40919ms step_avg:576.32ms
step:72/500 train_time:41494ms step_avg:576.30ms
step:73/500 train_time:42072ms step_avg:576.33ms
step:74/500 train_time:42647ms step_avg:576.31ms
step:75/500 train_time:43225ms step_avg:576.33ms
step:76/500 train_time:43800ms step_avg:576.31ms
step:77/500 train_time:44378ms step_avg:576.34ms
step:78/500 train_time:44953ms step_avg:576.32ms
step:79/500 train_time:45531ms step_avg:576.34ms
step:80/500 train_time:46106ms step_avg:576.32ms
step:81/500 train_time:46684ms step_avg:576.35ms
step:82/500 train_time:47259ms step_avg:576.33ms
step:83/500 train_time:47837ms step_avg:576.35ms
step:84/500 train_time:48412ms step_avg:576.33ms
step:85/500 train_time:48990ms step_avg:576.36ms
step:86/500 train_time:49565ms step_avg:576.34ms
step:87/500 train_time:50144ms step_avg:576.37ms
step:88/500 train_time:50719ms step_avg:576.35ms
step:89/500 train_time:51297ms step_avg:576.37ms
step:90/500 train_time:51871ms step_avg:576.35ms
step:91/500 train_time:52450ms step_avg:576.37ms
step:92/500 train_time:53025ms step_avg:576.36ms
step:93/500 train_time:53603ms step_avg:576.38ms
step:94/500 train_time:54178ms step_avg:576.36ms
step:95/500 train_time:54756ms step_avg:576.38ms
step:96/500 train_time:55331ms step_avg:576.36ms
step:97/500 train_time:55909ms step_avg:576.38ms
step:98/500 train_time:56484ms step_avg:576.36ms
step:99/500 train_time:57062ms step_avg:576.39ms
step:100/500 train_time:57637ms step_avg:576.37ms
step:101/500 train_time:58215ms step_avg:576.39ms
step:102/500 train_time:58790ms step_avg:576.37ms
step:103/500 train_time:59368ms step_avg:576.39ms
step:104/500 train_time:59943ms step_avg:576.38ms
step:105/500 train_time:60522ms step_avg:576.40ms
step:106/500 train_time:61096ms step_avg:576.38ms
step:107/500 train_time:61675ms step_avg:576.40ms
step:108/500 train_time:62249ms step_avg:576.38ms
step:109/500 train_time:62828ms step_avg:576.40ms
step:110/500 train_time:63402ms step_avg:576.39ms
step:111/500 train_time:63981ms step_avg:576.41ms
step:112/500 train_time:64556ms step_avg:576.39ms
step:113/500 train_time:65134ms step_avg:576.41ms
step:114/500 train_time:65709ms step_avg:576.39ms
step:115/500 train_time:66287ms step_avg:576.41ms
step:116/500 train_time:66862ms step_avg:576.40ms
step:117/500 train_time:67440ms step_avg:576.41ms
step:118/500 train_time:68015ms step_avg:576.40ms
step:119/500 train_time:68594ms step_avg:576.42ms
step:120/500 train_time:69169ms step_avg:576.41ms
step:121/500 train_time:69747ms step_avg:576.42ms
step:122/500 train_time:70322ms step_avg:576.41ms
step:123/500 train_time:70901ms step_avg:576.43ms
step:124/500 train_time:71475ms step_avg:576.42ms
step:125/500 train_time:72054ms step_avg:576.43ms
step:126/500 train_time:72629ms step_avg:576.42ms
step:127/500 train_time:73207ms step_avg:576.43ms
step:128/500 train_time:73781ms step_avg:576.42ms
step:129/500 train_time:74360ms step_avg:576.43ms
step:130/500 train_time:74934ms step_avg:576.42ms
step:131/500 train_time:75512ms step_avg:576.43ms
step:132/500 train_time:76087ms step_avg:576.41ms
step:133/500 train_time:76665ms step_avg:576.43ms
