[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/engram_l2_bf5_dim384_h8_ng3_500_ckpt_20260513_013549.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=engram_l2_bf5_dim384_h8_ng3_500_ckpt_20260513_013549 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=0 engram_bigram=1 engram_analyze=0 engram_analyze_tokens=262144 rom_token=0 rom_engram_gate=0 rom_write=0 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=0 rom_state_sparse_adam=0 rom_state_sparse_sgd=0 rom_sparse_adam_lr_mul=5.0 rom_sparse_adam_beta2=0.95 rom_sparse_sgd_lr_mul=5.0 rom_sparse_sgd_momentum=0.9 rom_table_nonemb_mult=0.0 engram_dim=384 engram_heads=8 engram_max_ngram=3 engram_short_conv_kernel=4 engram_hash_seed=0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9385 train_time:0ms step_avg:0.03ms
step:1/500 train_time:548ms step_avg:548.45ms
step:2/500 train_time:1120ms step_avg:559.93ms
step:3/500 train_time:1694ms step_avg:564.66ms
step:4/500 train_time:2265ms step_avg:566.34ms
step:5/500 train_time:2839ms step_avg:567.83ms
step:6/500 train_time:3410ms step_avg:568.40ms
step:7/500 train_time:3984ms step_avg:569.20ms
step:8/500 train_time:4555ms step_avg:569.43ms
step:9/500 train_time:5129ms step_avg:569.93ms
step:10/500 train_time:5701ms step_avg:570.08ms
step:11/500 train_time:6275ms step_avg:570.45ms
step:12/500 train_time:6847ms step_avg:570.54ms
step:13/500 train_time:7421ms step_avg:570.83ms
step:14/500 train_time:7992ms step_avg:570.87ms
step:15/500 train_time:8567ms step_avg:571.10ms
step:16/500 train_time:9138ms step_avg:571.12ms
step:17/500 train_time:9715ms step_avg:571.45ms
step:18/500 train_time:10287ms step_avg:571.48ms
step:19/500 train_time:10858ms step_avg:571.49ms
step:20/500 train_time:11430ms step_avg:571.51ms
step:21/500 train_time:12005ms step_avg:571.65ms
step:22/500 train_time:12576ms step_avg:571.65ms
step:23/500 train_time:13151ms step_avg:571.77ms
step:24/500 train_time:13723ms step_avg:571.79ms
step:25/500 train_time:14297ms step_avg:571.88ms
step:26/500 train_time:14868ms step_avg:571.86ms
step:27/500 train_time:15442ms step_avg:571.94ms
step:28/500 train_time:16014ms step_avg:571.92ms
step:29/500 train_time:16588ms step_avg:572.00ms
step:30/500 train_time:17160ms step_avg:571.99ms
step:31/500 train_time:17734ms step_avg:572.05ms
step:32/500 train_time:18305ms step_avg:572.03ms
step:33/500 train_time:18879ms step_avg:572.10ms
step:34/500 train_time:19451ms step_avg:572.08ms
step:35/500 train_time:20025ms step_avg:572.14ms
step:36/500 train_time:20596ms step_avg:572.11ms
step:37/500 train_time:21170ms step_avg:572.17ms
step:38/500 train_time:21742ms step_avg:572.15ms
step:39/500 train_time:22316ms step_avg:572.20ms
step:40/500 train_time:22887ms step_avg:572.18ms
step:41/500 train_time:23461ms step_avg:572.22ms
step:42/500 train_time:24033ms step_avg:572.21ms
step:43/500 train_time:24607ms step_avg:572.25ms
step:44/500 train_time:25178ms step_avg:572.23ms
step:45/500 train_time:25752ms step_avg:572.28ms
step:46/500 train_time:26324ms step_avg:572.26ms
step:47/500 train_time:26898ms step_avg:572.30ms
step:48/500 train_time:27469ms step_avg:572.28ms
step:49/500 train_time:28043ms step_avg:572.31ms
step:50/500 train_time:28615ms step_avg:572.29ms
step:51/500 train_time:29189ms step_avg:572.33ms
step:52/500 train_time:29760ms step_avg:572.31ms
step:53/500 train_time:30335ms step_avg:572.35ms
step:54/500 train_time:30906ms step_avg:572.33ms
step:55/500 train_time:31480ms step_avg:572.36ms
step:56/500 train_time:32051ms step_avg:572.34ms
step:57/500 train_time:32625ms step_avg:572.37ms
step:58/500 train_time:33196ms step_avg:572.35ms
step:59/500 train_time:33770ms step_avg:572.38ms
step:60/500 train_time:34342ms step_avg:572.36ms
step:61/500 train_time:34916ms step_avg:572.40ms
step:62/500 train_time:35488ms step_avg:572.39ms
step:63/500 train_time:36062ms step_avg:572.42ms
step:64/500 train_time:36634ms step_avg:572.41ms
step:65/500 train_time:37208ms step_avg:572.43ms
step:66/500 train_time:37780ms step_avg:572.42ms
step:67/500 train_time:38354ms step_avg:572.44ms
step:68/500 train_time:38925ms step_avg:572.43ms
step:69/500 train_time:39500ms step_avg:572.46ms
step:70/500 train_time:40071ms step_avg:572.45ms
