[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
logs/lr_sweep_l2_hashrom_sparseadam1_bf5_h6k4v16_500_20260512_201716.txt
Experiment config: world_size=1 grad_accum_steps=8 bigram_vocab_size=251520 run_id=lr_sweep_l2_hashrom_sparseadam1_bf5_h6k4v16_500_20260512_201716 device_capability=sm120 compile_model=0 plain_mlp_train=0 fused_ce_eval=0 rom_bigram=1 rom_token=0 rom_engram_gate=0 rom_write=1 rom_heads=6 rom_key_dim=4 rom_value_dim=16 rom_mqa=0 rom_layer_only=2 rom_output_scale=1.0 rom_short_conv=0 rom_short_conv_kernel=4 rom_state_sparse_embedding=1 rom_state_sparse_adam=1 rom_sparse_adam_lr_mul=1.0 rom_table_nonemb_mult=0.0 rom_non_embedding_params= rom_target_state_params=
Warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 165, 166, 167, 168, 331, 332, 333, 334, 498, 499, 500] for warmup
Resetting Model
step:0/500 val_loss:18.9423 train_time:0ms step_avg:0.03ms
step:1/500 train_time:542ms step_avg:542.16ms
step:2/500 train_time:1146ms step_avg:573.09ms
step:3/500 train_time:1675ms step_avg:558.50ms
step:4/500 train_time:2279ms step_avg:569.79ms
step:5/500 train_time:2808ms step_avg:561.64ms
step:6/500 train_time:3412ms step_avg:568.66ms
step:7/500 train_time:3941ms step_avg:563.03ms
step:8/500 train_time:4545ms step_avg:568.11ms
step:9/500 train_time:5074ms step_avg:563.80ms
step:10/500 train_time:5678ms step_avg:567.82ms
step:11/500 train_time:6208ms step_avg:564.36ms
step:12/500 train_time:6812ms step_avg:567.67ms
step:13/500 train_time:7342ms step_avg:564.74ms
step:14/500 train_time:7946ms step_avg:567.54ms
step:15/500 train_time:8475ms step_avg:565.01ms
step:16/500 train_time:9079ms step_avg:567.45ms
step:17/500 train_time:9609ms step_avg:565.24ms
step:18/500 train_time:10213ms step_avg:567.41ms
step:19/500 train_time:10743ms step_avg:565.42ms
step:20/500 train_time:11347ms step_avg:567.35ms
step:21/500 train_time:11877ms step_avg:565.56ms
step:22/500 train_time:12481ms step_avg:567.30ms
step:23/500 train_time:13010ms step_avg:565.66ms
step:24/500 train_time:13614ms step_avg:567.26ms
step:25/500 train_time:14144ms step_avg:565.77ms
step:26/500 train_time:14748ms step_avg:567.24ms
step:27/500 train_time:15278ms step_avg:565.84ms
step:28/500 train_time:15882ms step_avg:567.21ms
step:29/500 train_time:16412ms step_avg:565.91ms
step:30/500 train_time:17015ms step_avg:567.18ms
step:31/500 train_time:17545ms step_avg:565.96ms
step:32/500 train_time:18149ms step_avg:567.15ms
step:33/500 train_time:18678ms step_avg:566.01ms
step:34/500 train_time:19282ms step_avg:567.12ms
step:35/500 train_time:19812ms step_avg:566.05ms
step:36/500 train_time:20416ms step_avg:567.10ms
step:37/500 train_time:20945ms step_avg:566.09ms
step:38/500 train_time:21549ms step_avg:567.08ms
step:39/500 train_time:22079ms step_avg:566.12ms
step:40/500 train_time:22682ms step_avg:567.05ms
step:41/500 train_time:23212ms step_avg:566.14ms
step:42/500 train_time:23815ms step_avg:567.04ms
step:43/500 train_time:24345ms step_avg:566.16ms
step:44/500 train_time:24949ms step_avg:567.02ms
step:45/500 train_time:25478ms step_avg:566.18ms
step:46/500 train_time:26082ms step_avg:567.00ms
step:47/500 train_time:26611ms step_avg:566.20ms
step:48/500 train_time:27215ms step_avg:566.99ms
step:49/500 train_time:27745ms step_avg:566.22ms
step:50/500 train_time:28349ms step_avg:566.98ms
step:51/500 train_time:28879ms step_avg:566.25ms
step:52/500 train_time:29483ms step_avg:566.98ms
step:53/500 train_time:30012ms step_avg:566.26ms
step:54/500 train_time:30616ms step_avg:566.96ms
step:55/500 train_time:31145ms step_avg:566.28ms
step:56/500 train_time:31749ms step_avg:566.95ms
step:57/500 train_time:32278ms step_avg:566.29ms
step:58/500 train_time:32882ms step_avg:566.93ms
step:59/500 train_time:33412ms step_avg:566.30ms
step:60/500 train_time:34016ms step_avg:566.93ms
step:61/500 train_time:34545ms step_avg:566.31ms
step:62/500 train_time:35149ms step_avg:566.92ms
step:63/500 train_time:35678ms step_avg:566.32ms
step:64/500 train_time:36282ms step_avg:566.91ms
step:65/500 train_time:36811ms step_avg:566.33ms
step:66/500 train_time:37415ms step_avg:566.90ms
step:67/500 train_time:37945ms step_avg:566.34ms
step:68/500 train_time:38548ms step_avg:566.89ms
step:69/500 train_time:39078ms step_avg:566.35ms
step:70/500 train_time:39682ms step_avg:566.89ms
step:71/500 train_time:40211ms step_avg:566.36ms
step:72/500 train_time:40815ms step_avg:566.88ms
step:73/500 train_time:41345ms step_avg:566.37ms
step:74/500 train_time:41949ms step_avg:566.87ms
step:75/500 train_time:42478ms step_avg:566.37ms
step:76/500 train_time:43082ms step_avg:566.86ms
step:77/500 train_time:43611ms step_avg:566.38ms
step:78/500 train_time:44215ms step_avg:566.86ms
step:79/500 train_time:44744ms step_avg:566.38ms
step:80/500 train_time:45348ms step_avg:566.85ms
step:81/500 train_time:45878ms step_avg:566.39ms
step:82/500 train_time:46481ms step_avg:566.85ms
step:83/500 train_time:47011ms step_avg:566.40ms
step:84/500 train_time:47615ms step_avg:566.84ms
step:85/500 train_time:48144ms step_avg:566.40ms
step:86/500 train_time:48748ms step_avg:566.83ms
step:87/500 train_time:49277ms step_avg:566.41ms
step:88/500 train_time:49882ms step_avg:566.84ms
step:89/500 train_time:50411ms step_avg:566.42ms
step:90/500 train_time:51015ms step_avg:566.83ms
step:91/500 train_time:51544ms step_avg:566.42ms
step:92/500 train_time:52148ms step_avg:566.82ms
step:93/500 train_time:52677ms step_avg:566.42ms
step:94/500 train_time:53281ms step_avg:566.82ms
step:95/500 train_time:53811ms step_avg:566.43ms
step:96/500 train_time:54414ms step_avg:566.81ms
step:97/500 train_time:54944ms step_avg:566.43ms
step:98/500 train_time:55547ms step_avg:566.81ms
step:99/500 train_time:56077ms step_avg:566.43ms
