target,readout,rows,dim,key_dim,steps,batch_size,zipf,noise,method,final_mse,final_seen_mse,final_rare_mse,final_one_hit_mse,hit_frac,mean_hits_seen,row_rms,first_write_mse,grad_rms_mean,update_rms_mean,update_grad_ratio
gaussian,linear,128,16,4,3,64,1.05,0.03,sgd,0.9885290265083313,0.9763191938400269,0.978879451751709,0.9844324588775635,0.484375,3.096774101257324,0.005778529681265354,0.9844396313031515,0.0019463163334876299,0.0077852653339505196,4.0
gaussian,linear,128,16,4,3,64,1.05,0.03,adam,0.9443502426147461,0.8851113319396973,0.8988940715789795,0.9294620752334595,0.484375,3.096774101257324,0.03572767227888107,0.9298945665359497,0.001919646553384761,0.04874585817257563,25.3931423399927
gaussian,linear,128,16,4,3,64,1.05,0.03,normwrite,0.9740676879882812,0.946463406085968,0.9522149562835693,0.9647232890129089,0.484375,3.096774101257324,0.013189188204705715,0.9647222558657328,0.0019373974840467174,0.017771113043030102,9.172672716551116
gaussian,linear,128,16,4,3,64,1.05,0.03,gdn,0.9555719494819641,0.9082788228988647,0.9176854491233826,0.9384665489196777,0.484375,3.096774101257324,0.011437843553721905,0.9384944041570028,0.0009628193220123649,0.015405109152197838,16.0
gaussian,mlp,128,16,4,3,64,1.05,0.03,sgd,0.3985574245452881,0.45146164298057556,0.44334304332733154,0.4537718892097473,0.5390625,2.7826087474823,1.588996410369873,0.4953603148460388,0.7297124862670898,2.9188499450683594,4.0
gaussian,mlp,128,16,4,3,64,1.05,0.03,adam,0.32963496446609497,0.3236055374145508,0.3299512267112732,0.34300100803375244,0.5390625,2.7826087474823,0.03095513954758644,0.32831282416979474,0.7297800580660502,0.04227432608604431,0.05792748872595007
gaussian,mlp,128,16,4,3,64,1.05,0.03,normwrite,0.36263030767440796,0.3848142623901367,0.40451982617378235,0.4519418776035309,0.5390625,2.7826087474823,0.012378019280731678,0.4933662513891856,0.7300795316696167,0.01999717205762863,0.02739040226466445
gaussian,mlp,128,16,4,3,64,1.05,0.03,gdn,0.3984910547733307,0.4513385593891144,0.44326716661453247,0.45377203822135925,0.5390625,2.7826087474823,1.0744106769561768,0.49536043405532837,0.36485623319943744,5.837699731190999,16.0
